URL,Назва туру,Маршрут (міста),Днів,Ночей в готелі,Нічних переїздів,Сніданків,Мін. ціна (€),Найближчі дати,Входить у вартість,Оплачується додатково,Допки за бажанням,Фішки туру,Статус парсингу,Дата парсингу
https://eurotrips.ua/praga-drezden/,Вікенд у Празі + Дрезден БЕЗ НІЧНИХ,Львів/Польща → Прага → Дрезден → Саксонська Швейцарія → Польща/Львів,4,3,3,,,,переїзд комфортабельним автобусом;; проживання в готелі 3-4*;; спільні прогулянки і вечірки;; 3 сніданки в готелі;,туристичний і паливний збір — 20 євро; харчування (обіди та вечері); особисті витрати; навушники — 2 євро за один екскурсійний день,"Празький Град — 20 євро; Обід на кораблику по Влтаві — 40 євро(дорослі) / 35 євро(діти до 11,99);; Містична Прага — 20 євро",ТРАДИЦІЙНИЙ ЧЕСЬКИЙ ОБІД НА КОРАБЛИКУ; атмосферний ДРЕЗДЕН; ЧЕСЬКЕ ПИВО І МІСЦЕВА КУХНЯ; найбільша у світі королівська резиденція; Захоплююча Саксонська Швейцарія; Оплата частинами від Mono; Оплата частинами від Приватбанк; Бронюй за 30€; 10+1: 1 місце безкоштовно,✅ done,"02.06.2026, 14:02:30"
https://eurotrips.ua/transylvaniya/,Вікенд у Трансильванії + Бухарест,Львів → Брашов → Замок Дракули → Трансильванія / Замок Кантакузіно → Бухарест → Львів,4,2,1,2,,"23.10 - 26.10, 30.10 - 02.11, 11.12 - 14.12",переїзд комфортабельним автобусом;; проживання в готелі 3-4 *;; 2 сніданки в готелі;; туристичне страхування;,туристичний і паливний збір — 15€;; додаткові активності (допки) за бажанням;; харчування: обіди та вечері;; особисті витрати;,поїздка в Замок Дракули і замок Кантакузіно — 35€ + вхідні квитки;,прогулянка Брашовом з гідом-локалом; лабіринти замка Дракули; замок Кантакузіно з серіалу Венздей; Бухарест очима локала і Палац Парламенту; краєвиди Румунських Карпат; тур на вихідні — довга відпустка не потрібна; недалеко від України; перша поїздка закордон; перший досвід автобусної подорожі; Бронюй за 30€; 10+1: 1 місце безкоштовно; Оплата частинами від Monobank; Оплата частинами від Приватбанк,✅ done,"02.06.2026, 14:02:33"
https://eurotrips.ua/italijski-rizdvyani-yarmarky/,Італійські різдвяні ярмарки,Львів → Верона → Мілан → Венеція → Львів,5,2,2,2,,"25.11 - 29.11, 09.12 - 13.12",переїзд у комфортабельному автобусі;; проживання в готелях 3-4 *;; туристичне страхування;; 2 сніданки в готелях;; спільні вечірки і прогулянки;,харчування (обід та вечеря);; витрати на громадський транспорт;; навушники; — 2 євро за один екскурсійний день; місця у 1-4 ряду автобуса — 10€;; туристичний і паливний збір — 30 євро,"Нічна прогулянка на кораблику Дунаєм — 35 євро; Прогулянка ""Шляхами Ромео і Джульєтти"" — 25 євро; Поїздка на озеро Комо — 55 євро",Святкові ярмарки трьох італійських міст; Різдвяна Італія; Топові гастро-споти; Мілан очима локала; Романтична Верона; Яскравий Бурано; Оплата частинами від Monobank; Оплата частинами від Приватбанк; Ціна раннього бронювання; Бронюй за 30€; 10+1: 1 місце безкоштовно; різдвяні ярмарки,✅ done,"02.06.2026, 14:02:37"
https://eurotrips.ua/kanikuly-v-barseloni/,Канікули в Барселоні,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,8,5,2,5,,24.10 - 31.10,переїзд у комфортабельному автобусі;; 5 ночей в готелі;; 5 сніданків в готелі;; 3 вечері в Іспанії;,додаткове харчування (за бажанням);; навушники;; витрати на громадський транспорт;; особисті витрати;,Обід в Долині Красунь — 15 євро;; Венеція: прогулянка каналами та старим містом — 40 євро (дорослий) / 35 євро (дитячий);; Бурано: яскраві будиночки і інста-фото — 35 євро;; Водне таксі Гранд-каналом — 35 євро;; Поїздка до Барселони — 30 євро;,"Узбережжя Адріатики та Середземного моря; Прогулянка Готичним кварталом і парк Ґюель; Тематичні парки PortAventura та Гардаленд; Смачні локальні страви та дегустаці; Ніцца та Монако: море, набережні та glamour; Песк’єра-дель-Гарда — перлина на березі озера Гарда; Оплата частинами від Mono; Оплата частинами від Приватбанк; ціна до 28.02; Бронюй за 30€; 10+1: 1 місце безкоштовно",✅ done,"02.06.2026, 14:02:41"
https://eurotrips.ua/vikend-u-krakovi/,Канікули в Енерджиландії + Краків БЕЗ НІЧНИХ,Львів → Краків → Закопане → Львів,3,2,2,,,,переїзд комфортабельним автобусом;; проживання в готелі 3-4*;; 2 сніданки в готелі;,"харчування (обіди та вечері);; туристичний і паливний збір — дорослий - 15 євро, діти до 11,99 - безкоштовно;; навушники — 2 євро/день (точну вартість скаже турлідер під час туру);; місця у 1-4 ряду автобуса — 10€;","Енерджіляндія — трансфер 20 євро + вхідний квиток (48 євро від 140см / 38 євро до 140см); Ферма Альпак — 35 євро (дорослі)/ 25 євро(діти до 11,99)",Без нічних переїздів; Королівський замок Кракова; Неформальний Казімєж; Обійми з альпаками; Найбільший парк розваг Польщі; Релакс у термальних басейнах; Лабіринти соляної копальні; 10+1: 1 місце безкоштовно; Бронюй за 30€; Оплата частинами від Приватбанк; Оплата частинами від Monobank; Ціни раннього бронювання до 11.05,✅ done,"02.06.2026, 14:02:44"
https://eurotrips.ua/krakiv-zakopane-morske-oko-bez-nichnyh/,Краків Закопане Морське Око БЕЗ НІЧНИХ,Львів → Краків → Закопане → Морське Око → Львів,3,2,2,,,,переїзд комфортабельним автобусом;; проживання в готелі 3-4 *;; 2 сніданки в готелі;,"туристичний і паливний збір — дорослий - 10 євро, діти до 11,99 - безкоштовно; навушники — 2 євро за один екскурсійний день; місця у 1-4 ряду автобуса — 10€;; допки (за бажанням)",харчування (обіди та вечері); особисті витрати; страхування для туристів віком 60-75 років — 5 євро; страхування для туристів віком 76-90 років — 15 євро,Мальовничі гірські краєвиди; Трекінг до Морського Ока; Автентична польська кухня; 3 повноцінні дні у Кракові і повна свобода; 10+1: 1 місце безкоштовно; Бронюй за 30€; Оплата частинами від Mono; Оплата частинами від ПриватБанк; Ціни раннього бронювання до 11.05,✅ done,"02.06.2026, 14:02:48"
https://eurotrips.ua/best-beaches/,Найкращі пляжі Європи,Львів → Любляна/озеро Блед → Лігурійське узбережжя → Портофіно → Ніцца → Монако → Канни → Сен-Тропе → озеро Гарда → Верона → Львів,7,5,1,5,,"06.06 - 12.06, 04.07 - 10.07, 08.08 - 14.08, 05.09 - 11.09",переїзд комфортабельним автобусом;; проживання в готелях 3-4 *;; 3 ночі на курорті Сан-Ремо;; 5 сніданків в готелях;; туристичне страхування;,туристичний і паливний збір — 30€;; додаткові активності (допки) за бажанням;; харчування: обіди та вечері;; особисті витрати;; навушники — 2€ за один екскурсійний день;,Прогулянка до озера Блед — 30€;; Поїздка до Портофіно — 45€;; Відвідування Ніцци — 20€;; Поїздка до містечка Èze та парфумерної фабрики Fragonard — 10€;; Поїздка в Монако — 40€;,"3 ночі на курорті Сан-Ремо; Портофіно на кораблику з просекко; Ніцца: набережна, старе місто, rosé; Монако: казино, Формула 1, принцеса Грейс; політ на гелікоптері над Монако; Канни — місто кіно і бульварів; Сен-Тропе на катері з вільним часом; найбільше озеро Італії — Гарда; панорами Доломітових Альп; Прогулянки Вероною з гідом-локалом; Любляна: озеро Блед серед Альп; 10+1: 1 місце безкоштовно; Бронюй за 30€; Оплата частинами від Mono; Оплата частинами від ПриватБанк",✅ done,"02.06.2026, 14:02:51"
https://eurotrips.ua/milan-komo-alps/,Мілан — Комо — Альпи,Львів → Будапешт → Верона → Мілан → озеро Комо → озеро Гарда → Доломітові Альпи / озеро Браєс → Венеція → Будапешт / Львів,6,3,2,3,,"06.06 - 11.06, 21.06 - 26.06, 05.07 - 10.07, 19.07 - 24.07",переїзд комфортабельним автобусом;; проживання в готелях 3-4*;; 3 сніданки в готелях;; туристичне страхування;; оглядова прогулянка з локалом у Вероні;,туристичний і паливний збір — 30€;; додаткові активності (допки) за бажанням;; харчування: обіди та вечері;; особисті витрати;; навушники — 2€ за один екскурсійний день;,"нічна прогулянка на кораблику Дунаєм — 35€;; прогулянка ""Шляхами Ромео і Джульєтти"" — 20€;; поїздка на озеро Комо — 55€;","3 найгарніші озера Італії; Доломітові Альпи; Комо: прогулянка на кораблику з просекко; Озеро Браєс; Озеро Гарда та містечко Сірміоне; прогулянка Міланом з місцевим жителем; Історія Ромео і Джульєтти у Вероні; Круїз Гранд Каналом на водному таксі; острів Бурано з різнокольоровими будинками; тур-бестселер; італійська їжа: піца, паста, вино, апероль; Бронюй за 30€; 10+1: 1 місце безкоштовно; Оплата частинами від Monobank; Оплата частинами від Приватбанк",✅ done,"02.06.2026, 14:02:54"
https://eurotrips.ua/morska-italiya-5-nochej-na-lido-di-yezolo/,Морська Італія (5 ночей на Лідо-ді-Єзоло),Львів → Лідо ді Єзоло → Верона + Гарда → Доломітові Альпи → Венеція + Бурано → Флоренція → Львів,8,5,2,5,,"21.06 - 28.06, 06.09 - 13.09, 13.09 - 20.09",переїзд комфортабельним автобусом;; 5 ночей у готелі Лідо-ді-Єзоло;; 5 сніданків в готелі;,обіди і додаткове харчування (за бажанням);; навушники;; витрати на громадський транспорт;; особисті витрати;,"Велкам-паті на кораблику — 35 євро; Верона: оглядова прогулянка містом — 50 євро; Озеро Гарда — 35 євро; Доломітові Альпи: панорами, фотозупинки — 50 євро",Курортний Лідо-ді-Єзоло; Венеція dolce vita; Бурано — інста-місто; 5 ночей на адріатичному морі; Інста локації Доломіт; Пікнік серед Альп; 10+1: одне місце безкоштовно для групи; Бронюй за 30€; Пляжні вечірки; Оплата частинами від Приватбанк; Оплата частинами від Mono,✅ done,"02.06.2026, 14:02:59"
https://eurotrips.ua/novyj-rik-u-krakovi/?utm_source=google&utm_campaign=performance_max&utm_medium=cpc&utm_content=performance_max,Новий рік у Кракові БЕЗ НІЧНИХ,Львів → Краків → Закопане → Львів,3,2,2,,,30.12 - 01.01,переїзд на комфортабельному автобусі;; проживання в готелі 3-4*;; 2 сніданки в готелі;; туристичне страхування;,"харчування (обіди та вечері);; туристичний і паливний збір — дорослий - 15 євро, діти до 11,99 - безкоштовно;; навушники — 2 євро/день (точну вартість скаже турлідер під час туру);","Поїздка в Закопане — 35 євро(дорослі) / 19 євро(діти до 11,99); Ферма Альпак — 35 євро (дорослі)/ 25 євро(діти до 11,99)",Без нічних переїздів; Королівський замок Кракова; Неформальний Казімєж; Обійми з альпаками; Різдвяні ярмарки у Кракові; Зимова казка у Закопане; Бронюй за 30€; 10+1: 1 місце безкоштовно; різдвяні ярмарки; Оплата частинами від Monobank; Оплата частинами від Приватбанк,✅ done,"02.06.2026, 14:03:02"
https://eurotrips.ua/novyj-rik-u-milani/?utm_source=google&utm_campaign=performance_max&utm_medium=cpc&utm_content=performance_max,Новий рік у Мілані,Львів → Верона → Мілан → Венеція → Львів,5,2,2,2,,29.12 - 02.01,переїзд у комфортабельному автобусі;; проживання в готелях 3-4 *;; туристичне страхування;; 2 сніданки в готелях;; спільні вечірки і прогулянки;,харчування (обід та вечеря);; витрати на громадський транспорт;; навушники; — 2 євро за один екскурсійний день; туристичний і паливний збір — 30 євро; обов'язковий трансфер до Сан-Марко — 30 євро,"Нічна прогулянка на кораблику Дунаєм — 35 євро; Прогулянка ""Шляхами Ромео і Джульєтти"" — 25 євро; Поїздка на озеро Комо — 55 євро",Святкові ярмарки трьох італійських міст; Різдвяна Італія; Топові гастро-споти; Мілан очима локала; Романтична Верона; Яскравий Бурано; Оплата частинами від Monobank; Оплата частинами від Приватбанк; Ціна раннього бронювання; Бронюй за 30€; 10+1: 1 місце безкоштовно; різдвяні ярмарки,✅ done,"02.06.2026, 14:03:06"
