ID ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,МАРШРУТ,ОЧИЩЕНИЙ МАРШРУТ,СИГНАТУРА МАРШРУТУ,ЯДРО МАРШРУТУ,ЗУПИНКА,№,НОРМАЛІЗОВАНА ЗУПИНКА,ТИП ЗУПИНКИ,IS_COUNTRY,IS_CITY,IS_OTHER,КІЛЬКІСТЬ КРАЇН,СПИСОК КРАЇН
EUR-1,EUROTRIPS,Eurotrips,італія,Львів → / → Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт → / → Львів,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Будапешт,1,будапешт,CITY,0,1,0,2,угорщина → італія
EUR-1,EUROTRIPS,Eurotrips,італія,Львів → / → Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт → / → Львів,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Адріатичне узбережжя,2,адріатичне узбережжя,OTHER,0,0,1,2,угорщина → італія
EUR-1,EUROTRIPS,Eurotrips,італія,Львів → / → Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт → / → Львів,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Верона,3,верона,CITY,0,1,0,2,угорщина → італія
EUR-1,EUROTRIPS,Eurotrips,італія,Львів → / → Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт → / → Львів,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Венеція,4,венеція,CITY,0,1,0,2,угорщина → італія
EUR-1,EUROTRIPS,Eurotrips,італія,Львів → / → Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт → / → Львів,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс → Будапешт,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,Будапешт → Адріатичне узбережжя → Верона → Венеція → озеро Браєс,озеро Браєс,5,озеро браєс,OTHER,0,0,1,2,угорщина → італія
EUR-2,EUROTRIPS,Eurotrips,нідерланди,Львів → / → Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща,1,польща,COUNTRY,1,0,0,4,польща → німеччина → нідерланди → чехія
EUR-2,EUROTRIPS,Eurotrips,нідерланди,Львів → / → Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Вроцлав,2,вроцлав,CITY,0,1,0,4,польща → німеччина → нідерланди → чехія
EUR-2,EUROTRIPS,Eurotrips,нідерланди,Львів → / → Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Берлін,3,берлін,CITY,0,1,0,4,польща → німеччина → нідерланди → чехія
EUR-2,EUROTRIPS,Eurotrips,нідерланди,Львів → / → Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Амстердам,4,амстердам,CITY,0,1,0,4,польща → німеччина → нідерланди → чехія
EUR-2,EUROTRIPS,Eurotrips,нідерланди,Львів → / → Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Гаага,5,гаага,CITY,0,1,0,4,польща → німеччина → нідерланди → чехія
EUR-2,EUROTRIPS,Eurotrips,нідерланди,Львів → / → Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Заансе Сханс,6,заансе сханс,OTHER,0,0,1,4,польща → німеччина → нідерланди → чехія
EUR-2,EUROTRIPS,Eurotrips,нідерланди,Львів → / → Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Волендам,7,волендам,UNKNOWN,0,0,0,4,польща → німеччина → нідерланди → чехія
EUR-2,EUROTRIPS,Eurotrips,нідерланди,Львів → / → Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага → Польща,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Польща → Вроцлав → Берлін → Амстердам → Гаага → Заансе Сханс → Волендам → Прага,Прага,8,прага,CITY,0,1,0,4,польща → німеччина → нідерланди → чехія
EUR-3,EUROTRIPS,Eurotrips,латвія,Львів → Каунас → Рига → Таллінн → Стокгольм → Вільнюс → Львів,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас,1,каунас,CITY,0,1,0,4,литва → латвія → естонія → швеція
EUR-3,EUROTRIPS,Eurotrips,латвія,Львів → Каунас → Рига → Таллінн → Стокгольм → Вільнюс → Львів,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Рига,2,рига,CITY,0,1,0,4,литва → латвія → естонія → швеція
EUR-3,EUROTRIPS,Eurotrips,латвія,Львів → Каунас → Рига → Таллінн → Стокгольм → Вільнюс → Львів,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Таллінн,3,таллінн,CITY,0,1,0,4,литва → латвія → естонія → швеція
EUR-3,EUROTRIPS,Eurotrips,латвія,Львів → Каунас → Рига → Таллінн → Стокгольм → Вільнюс → Львів,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Стокгольм,4,стокгольм,CITY,0,1,0,4,литва → латвія → естонія → швеція
EUR-3,EUROTRIPS,Eurotrips,латвія,Львів → Каунас → Рига → Таллінн → Стокгольм → Вільнюс → Львів,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Каунас → Рига → Таллінн → Стокгольм → Вільнюс,Вільнюс,5,вільнюс,CITY,0,1,0,4,литва → латвія → естонія → швеція
EUR-4,EUROTRIPS,Eurotrips,італія,Львів → Словенія → Венеція → Бурано → Будапешт → Львів,Словенія → Венеція → Бурано → Будапешт,Словенія → Венеція → Бурано → Будапешт,Словенія → Венеція → Бурано → Будапешт,Словенія,1,словенія,COUNTRY,1,0,0,3,словенія → італія → угорщина
EUR-4,EUROTRIPS,Eurotrips,італія,Львів → Словенія → Венеція → Бурано → Будапешт → Львів,Словенія → Венеція → Бурано → Будапешт,Словенія → Венеція → Бурано → Будапешт,Словенія → Венеція → Бурано → Будапешт,Венеція,2,венеція,CITY,0,1,0,3,словенія → італія → угорщина
EUR-4,EUROTRIPS,Eurotrips,італія,Львів → Словенія → Венеція → Бурано → Будапешт → Львів,Словенія → Венеція → Бурано → Будапешт,Словенія → Венеція → Бурано → Будапешт,Словенія → Венеція → Бурано → Будапешт,Бурано,3,бурано,UNKNOWN,0,0,0,3,словенія → італія → угорщина
EUR-4,EUROTRIPS,Eurotrips,італія,Львів → Словенія → Венеція → Бурано → Будапешт → Львів,Словенія → Венеція → Бурано → Будапешт,Словенія → Венеція → Бурано → Будапешт,Словенія → Венеція → Бурано → Будапешт,Будапешт,4,будапешт,CITY,0,1,0,3,словенія → італія → угорщина
EUR-5,EUROTRIPS,Eurotrips,австрія,Львів → / → Будапешт → Відень → Зальцбург → Гальштат → Прага → Львів → / → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт,1,будапешт,CITY,0,1,0,4,угорщина → австрія → чехія → польща
EUR-5,EUROTRIPS,Eurotrips,австрія,Львів → / → Будапешт → Відень → Зальцбург → Гальштат → Прага → Львів → / → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Відень,2,відень,CITY,0,1,0,4,угорщина → австрія → чехія → польща
EUR-5,EUROTRIPS,Eurotrips,австрія,Львів → / → Будапешт → Відень → Зальцбург → Гальштат → Прага → Львів → / → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Зальцбург,3,зальцбург,CITY,0,1,0,4,угорщина → австрія → чехія → польща
EUR-5,EUROTRIPS,Eurotrips,австрія,Львів → / → Будапешт → Відень → Зальцбург → Гальштат → Прага → Львів → / → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Гальштат,4,гальштат,CITY,0,1,0,4,угорщина → австрія → чехія → польща
EUR-5,EUROTRIPS,Eurotrips,австрія,Львів → / → Будапешт → Відень → Зальцбург → Гальштат → Прага → Львів → / → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Прага,5,прага,CITY,0,1,0,4,угорщина → австрія → чехія → польща
EUR-5,EUROTRIPS,Eurotrips,австрія,Львів → / → Будапешт → Відень → Зальцбург → Гальштат → Прага → Львів → / → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Будапешт → Відень → Зальцбург → Гальштат → Прага → Польща,Польща,6,польща,COUNTRY,1,0,0,4,угорщина → австрія → чехія → польща
EUR-6,EUROTRIPS,Eurotrips,угорщина,Львів → Будапешт → Відень → Львів,Будапешт → Відень,Будапешт → Відень,Будапешт → Відень,Будапешт,1,будапешт,CITY,0,1,0,2,угорщина → австрія
EUR-6,EUROTRIPS,Eurotrips,угорщина,Львів → Будапешт → Відень → Львів,Будапешт → Відень,Будапешт → Відень,Будапешт → Відень,Відень,2,відень,CITY,0,1,0,2,угорщина → австрія
EUR-7,EUROTRIPS,Eurotrips,румунія,Чернівці → Брашов → Трансфагараш → Чернівці,Брашов → Трансфагараш,Брашов → Трансфагараш,Брашов → Трансфагараш,Брашов,1,брашов,CITY,0,1,0,1,румунія
EUR-7,EUROTRIPS,Eurotrips,румунія,Чернівці → Брашов → Трансфагараш → Чернівці,Брашов → Трансфагараш,Брашов → Трансфагараш,Брашов → Трансфагараш,Трансфагараш,2,трансфагараш,OTHER,0,0,1,1,румунія
EUR-8,EUROTRIPS,Eurotrips,італія,Львів → / → Будапешт → Венеція → Бурано → Будапешт → / → Львів,Будапешт → Венеція → Бурано → Будапешт,Будапешт → Венеція → Бурано,Будапешт → Венеція → Бурано,Будапешт,1,будапешт,CITY,0,1,0,2,угорщина → італія
EUR-8,EUROTRIPS,Eurotrips,італія,Львів → / → Будапешт → Венеція → Бурано → Будапешт → / → Львів,Будапешт → Венеція → Бурано → Будапешт,Будапешт → Венеція → Бурано,Будапешт → Венеція → Бурано,Венеція,2,венеція,CITY,0,1,0,2,угорщина → італія
EUR-8,EUROTRIPS,Eurotrips,італія,Львів → / → Будапешт → Венеція → Бурано → Будапешт → / → Львів,Будапешт → Венеція → Бурано → Будапешт,Будапешт → Венеція → Бурано,Будапешт → Венеція → Бурано,Бурано,3,бурано,UNKNOWN,0,0,0,2,угорщина → італія
EUR-9,EUROTRIPS,Eurotrips,чехія,Львів → / → Чехія → Прага → Дрезден → Чехія → / → Львів,Чехія → Прага → Дрезден → Чехія,Чехія → Прага → Дрезден,Чехія → Прага → Дрезден,Чехія,1,чехія,COUNTRY,1,0,0,2,чехія → німеччина
EUR-9,EUROTRIPS,Eurotrips,чехія,Львів → / → Чехія → Прага → Дрезден → Чехія → / → Львів,Чехія → Прага → Дрезден → Чехія,Чехія → Прага → Дрезден,Чехія → Прага → Дрезден,Прага,2,прага,CITY,0,1,0,2,чехія → німеччина
EUR-9,EUROTRIPS,Eurotrips,чехія,Львів → / → Чехія → Прага → Дрезден → Чехія → / → Львів,Чехія → Прага → Дрезден → Чехія,Чехія → Прага → Дрезден,Чехія → Прага → Дрезден,Дрезден,3,дрезден,CITY,0,1,0,2,чехія → німеччина
EUR-10,EUROTRIPS,Eurotrips,чехія,Львів → / → Польща → Прага → Дрезден → Саксонська Швейцарія → Польща → / → Львів,Польща → Прага → Дрезден → Саксонська Швейцарія → Польща,Польща → Прага → Дрезден → Саксонська Швейцарія,Польща → Прага → Дрезден → Саксонська Швейцарія,Польща,1,польща,COUNTRY,1,0,0,3,польща → чехія → німеччина
EUR-10,EUROTRIPS,Eurotrips,чехія,Львів → / → Польща → Прага → Дрезден → Саксонська Швейцарія → Польща → / → Львів,Польща → Прага → Дрезден → Саксонська Швейцарія → Польща,Польща → Прага → Дрезден → Саксонська Швейцарія,Польща → Прага → Дрезден → Саксонська Швейцарія,Прага,2,прага,CITY,0,1,0,3,польща → чехія → німеччина
EUR-10,EUROTRIPS,Eurotrips,чехія,Львів → / → Польща → Прага → Дрезден → Саксонська Швейцарія → Польща → / → Львів,Польща → Прага → Дрезден → Саксонська Швейцарія → Польща,Польща → Прага → Дрезден → Саксонська Швейцарія,Польща → Прага → Дрезден → Саксонська Швейцарія,Дрезден,3,дрезден,CITY,0,1,0,3,польща → чехія → німеччина
EUR-10,EUROTRIPS,Eurotrips,чехія,Львів → / → Польща → Прага → Дрезден → Саксонська Швейцарія → Польща → / → Львів,Польща → Прага → Дрезден → Саксонська Швейцарія → Польща,Польща → Прага → Дрезден → Саксонська Швейцарія,Польща → Прага → Дрезден → Саксонська Швейцарія,Саксонська Швейцарія,4,саксонська швейцарія,OTHER,0,0,1,3,польща → чехія → німеччина
EUR-11,EUROTRIPS,Eurotrips,румунія,Львів → Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест → Львів,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов,1,брашов,CITY,0,1,0,1,румунія
EUR-11,EUROTRIPS,Eurotrips,румунія,Львів → Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест → Львів,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Замок Дракули,2,замок дракули,OTHER,0,0,1,1,румунія
EUR-11,EUROTRIPS,Eurotrips,румунія,Львів → Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест → Львів,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Трансильванія,3,трансильванія,OTHER,0,0,1,1,румунія
EUR-11,EUROTRIPS,Eurotrips,румунія,Львів → Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест → Львів,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Замок Кантакузіно,4,замок кантакузіно,OTHER,0,0,1,1,румунія
EUR-11,EUROTRIPS,Eurotrips,румунія,Львів → Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест → Львів,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Брашов → Замок Дракули → Трансильванія → Замок Кантакузіно → Бухарест,Бухарест,5,бухарест,CITY,0,1,0,1,румунія
EUR-12,EUROTRIPS,Eurotrips,італія,Львів → Верона → Мілан → Венеція → Львів,Верона → Мілан → Венеція,Верона → Мілан → Венеція,Верона → Мілан → Венеція,Верона,1,верона,CITY,0,1,0,1,італія
EUR-12,EUROTRIPS,Eurotrips,італія,Львів → Верона → Мілан → Венеція → Львів,Верона → Мілан → Венеція,Верона → Мілан → Венеція,Верона → Мілан → Венеція,Мілан,2,мілан,CITY,0,1,0,1,італія
EUR-12,EUROTRIPS,Eurotrips,італія,Львів → Верона → Мілан → Венеція → Львів,Верона → Мілан → Венеція,Верона → Мілан → Венеція,Верона → Мілан → Венеція,Венеція,3,венеція,CITY,0,1,0,1,італія
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер,1,егер,CITY,0,1,0,5,угорщина → італія → іспанія → франція → монако
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Лідо ді Єзоло,2,лідо ді єзоло,OTHER,0,0,1,5,угорщина → італія → іспанія → франція → монако
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Венеція,3,венеція,CITY,0,1,0,5,угорщина → італія → іспанія → франція → монако
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Барселона,4,барселона,CITY,0,1,0,5,угорщина → італія → іспанія → франція → монако
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Порт Авентура,5,порт авентура,OTHER,0,0,1,5,угорщина → італія → іспанія → франція → монако
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Ніцца,6,ніцца,CITY,0,1,0,5,угорщина → італія → іспанія → франція → монако
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Монако,7,монако,COUNTRY,1,0,0,5,угорщина → італія → іспанія → франція → монако
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Песк'єра-дель-Гарда,8,песк'єра-дель-гарда,UNKNOWN,0,0,0,5,угорщина → італія → іспанія → франція → монако
EUR-13,EUROTRIPS,Eurotrips,іспанія,Львів → Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд → Львів,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Егер → Лідо ді Єзоло → Венеція → Барселона → Порт Авентура → Ніцца → Монако → Песк'єра-дель-Гарда → Гардаленд,Гардаленд,9,гардаленд,OTHER,0,0,1,5,угорщина → італія → іспанія → франція → монако
EUR-14,EUROTRIPS,Eurotrips,польща,Львів → Краків → Закопане → Львів,Краків → Закопане,Краків → Закопане,Краків → Закопане,Краків,1,краків,CITY,0,1,0,1,польща
EUR-14,EUROTRIPS,Eurotrips,польща,Львів → Краків → Закопане → Львів,Краків → Закопане,Краків → Закопане,Краків → Закопане,Закопане,2,закопане,CITY,0,1,0,1,польща
EUR-15,EUROTRIPS,Eurotrips,польща,Львів → Краків → Закопане → Морське Око → Львів,Краків → Закопане → Морське Око,Краків → Закопане → Морське Око,Краків → Закопане → Морське Око,Краків,1,краків,CITY,0,1,0,1,польща
EUR-15,EUROTRIPS,Eurotrips,польща,Львів → Краків → Закопане → Морське Око → Львів,Краків → Закопане → Морське Око,Краків → Закопане → Морське Око,Краків → Закопане → Морське Око,Закопане,2,закопане,CITY,0,1,0,1,польща
EUR-15,EUROTRIPS,Eurotrips,польща,Львів → Краків → Закопане → Морське Око → Львів,Краків → Закопане → Морське Око,Краків → Закопане → Морське Око,Краків → Закопане → Морське Око,Морське Око,3,морське око,OTHER,0,0,1,1,польща
EUR-16,EUROTRIPS,Eurotrips,франція,Львів → Мукачево → Будапешт → Любляна → озеро Блед → Лігурійське узбережжя → Портофіно → Ніцца → Монако → Канни → Сен-Тропе → озеро Гарда → Верона → Будапешт → Львів,Будапешт → Любляна → озеро Блед → Лігурійське узбережжя → Портофіно → Ніцца → Монако → Канни → Сен-Тропе → озеро Гарда → Верона → Будапешт,Будапешт → Любляна → озеро Блед → Лігурійське узбережжя → Портофіно → Ніцца → Монако → Канни → Сен-Тропе → озеро Гарда → Верона,Будапешт → Любляна → озеро Блед → Лігурійське узбережжя → Портофіно → Ніцца → Монако → Канни → Сен-Тропе → озеро Гарда → Верона,Будапешт,1,будапешт,CITY,0,1,0,5,угорщина → словенія → франція → монако → італія
