ID ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,МАРШРУТ,ОЧИЩЕНИЙ МАРШРУТ,СИГНАТУРА МАРШРУТУ,ЯДРО МАРШРУТУ,ЗУПИНКА,№,НОРМАЛІЗОВАНА ЗУПИНКА,ТИП ЗУПИНКИ,IS_COUNTRY,IS_CITY,IS_OTHER,КІЛЬКІСТЬ КРАЇН,СПИСОК КРАЇН
ACC-142,COMPETITOR,Accord tour,італія,Львів → Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер → Львів,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Позітано,15,позітано,CITY,0,1,0,5,польща → австрія → італія → ватикан → угорщина
ACC-142,COMPETITOR,Accord tour,італія,Львів → Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер → Львів,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Флоренція,16,флоренція,CITY,0,1,0,5,польща → австрія → італія → ватикан → угорщина
ACC-142,COMPETITOR,Accord tour,італія,Львів → Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер → Львів,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Венеція,17,венеція,CITY,0,1,0,5,польща → австрія → італія → ватикан → угорщина
ACC-142,COMPETITOR,Accord tour,італія,Львів → Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер → Львів,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Краків → Грац → Рим → Ватикан → Рів'єра ді Уліссe → Террачіна → Сперлонга → Гаета → Неаполь → Помпеї → Капрі → Сорренто → Амальфітанське узбережжя → Амальфі → Позітано → Флоренція → Венеція → Егер,Егер,18,егер,CITY,0,1,0,5,польща → австрія → італія → ватикан → угорщина
ACC-143,COMPETITOR,Accord tour,угорщина,Львів → Мукачево → Будапешт → Сентендре → Відень/оз.Балатон/Хевіз → Мукачево → Львів,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт,1,будапешт,CITY,0,1,0,2,угорщина → австрія
ACC-143,COMPETITOR,Accord tour,угорщина,Львів → Мукачево → Будапешт → Сентендре → Відень/оз.Балатон/Хевіз → Мукачево → Львів,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Сентендре,2,сентендре,CITY,0,1,0,2,угорщина → австрія
ACC-143,COMPETITOR,Accord tour,угорщина,Львів → Мукачево → Будапешт → Сентендре → Відень/оз.Балатон/Хевіз → Мукачево → Львів,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Відень,3,відень,CITY,0,1,0,2,угорщина → австрія
ACC-143,COMPETITOR,Accord tour,угорщина,Львів → Мукачево → Будапешт → Сентендре → Відень/оз.Балатон/Хевіз → Мукачево → Львів,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,оз.Балатон,4,оз.балатон,UNKNOWN,0,0,0,2,угорщина → австрія
ACC-143,COMPETITOR,Accord tour,угорщина,Львів → Мукачево → Будапешт → Сентендре → Відень/оз.Балатон/Хевіз → Мукачево → Львів,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Будапешт → Сентендре → Відень → оз.Балатон → Хевіз,Хевіз,5,хевіз,UNKNOWN,0,0,0,2,угорщина → австрія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків,1,краків,CITY,0,1,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Берлін,2,берлін,CITY,0,1,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Амстердам,3,амстердам,CITY,0,1,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Волендам,4,волендам,UNKNOWN,0,0,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Зандам,5,зандам,UNKNOWN,0,0,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Делфт,6,делфт,CITY,0,1,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Утрехт,7,утрехт,CITY,0,1,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Схевіненген,8,схевіненген,UNKNOWN,0,0,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Ротердам,9,ротердам,UNKNOWN,0,0,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Париж,10,париж,CITY,0,1,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Версаль,11,версаль,CITY,0,1,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Дефанс,12,дефанс,UNKNOWN,0,0,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-144,COMPETITOR,Accord tour,нідерланди,Львів → Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків → Львів,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага → Краків,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Краків → Берлін → Амстердам → Волендам → Зандам → Делфт → Утрехт → Схевіненген → Ротердам → Париж → Версаль → Дефанс → Прага,Прага,13,прага,CITY,0,1,0,5,польща → німеччина → нідерланди → франція → чехія
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків,1,краків,CITY,0,1,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Бад Ішль,2,бад ішль,UNKNOWN,0,0,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Гальштат,3,гальштат,CITY,0,1,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Доломітові Альпи,4,доломітові альпи,OTHER,0,0,1,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Оз. Мольвено,5,оз. мольвено,UNKNOWN,0,0,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Оз. Браес,6,оз. браес,UNKNOWN,0,0,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Оз. Мізуріна,7,оз. мізуріна,UNKNOWN,0,0,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Верона,8,верона,CITY,0,1,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Інсбрук,9,інсбрук,CITY,0,1,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Тренто,10,тренто,UNKNOWN,0,0,0,4,польща → австрія → італія → угорщина
ACC-145,COMPETITOR,Accord tour,італія,Львів → Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер → Львів,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Краків → Бад Ішль → Гальштат → Доломітові Альпи → Оз. Мольвено → Оз. Браес → Оз. Мізуріна → Верона → Інсбрук → Тренто → Егер,Егер,11,егер,CITY,0,1,0,4,польща → австрія → італія → угорщина
ACC-146,COMPETITOR,Accord tour,молдова,Одеса → Ізмаїл → Стамбул → Ізмаїл → Одеса,Стамбул,Стамбул,Стамбул,Стамбул,1,стамбул,CITY,0,1,0,1,туреччина
ACC-147,COMPETITOR,Accord tour,болгарія,Львів → Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе → Львів,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград,1,белград,CITY,0,1,0,3,сербія → північна македонія → туреччина
ACC-147,COMPETITOR,Accord tour,болгарія,Львів → Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе → Львів,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Скоп'є,2,скоп'є,CITY,0,1,0,3,сербія → північна македонія → туреччина
ACC-147,COMPETITOR,Accord tour,болгарія,Львів → Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе → Львів,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Пловдив,3,пловдив,UNKNOWN,0,0,0,3,сербія → північна македонія → туреччина
ACC-147,COMPETITOR,Accord tour,болгарія,Львів → Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе → Львів,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Стамбул,4,стамбул,CITY,0,1,0,3,сербія → північна македонія → туреччина
ACC-147,COMPETITOR,Accord tour,болгарія,Львів → Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе → Львів,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Велико,5,велико,UNKNOWN,0,0,0,3,сербія → північна македонія → туреччина
ACC-147,COMPETITOR,Accord tour,болгарія,Львів → Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе → Львів,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Тирново,6,тирново,UNKNOWN,0,0,0,3,сербія → північна македонія → туреччина
ACC-147,COMPETITOR,Accord tour,болгарія,Львів → Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе → Львів,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Белград → Скоп'є → Пловдив → Стамбул → Велико → Тирново → Русе,Русе,7,русе,UNKNOWN,0,0,0,3,сербія → північна македонія → туреччина
