ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,ВСІ НАПРЯМКИ,ТИП ПОДОРОЖІ,ЦІНОВА КАТЕГОРІЯ,СЕРЕДНЯ ЦІНА,ДНІ,НІЧНІ ПЕРЕЇЗДИ,ЕКСКУРСІЇ,НОЧЕЙ В ГОТЕЛЯХ,СІЧЕНЬ,ЛЮТИЙ,БЕРЕЗЕНЬ,КВІТЕНЬ,ТРАВЕНЬ,ЧЕРВЕНЬ,ЛИПЕНЬ,СЕРПЕНЬ,ВЕРЕСЕНЬ,ЖОВТЕНЬ,ЛИСТОПАД,ГРУДЕНЬ,ВИЇЗДІВ НА РІК,АКТИВНИХ МІСЯЦІВ,ПІКОВІ МІСЯЦІ,ПІКОВИЙ МІСЯЦЬ,ТИП СЕЗОННОСТІ,СЕЗОННІСТЬ,БЕЗ НІЧНИХ ПЕРЕЇЗДІВ,КІЛЬКІСТЬ ЗУПИНОК ПО СИГНАТУРІ МАРШРУТУ,КІЛЬКІСТЬ КРАЇН У МАРШРУТІ,КІЛЬКІСТЬ МІСТ У МАРШРУТІ,КІЛЬКІСТЬ ІНШИХ ТОЧОК,УНІКАЛЬНІ ЗУПИНКИ,УНІКАЛЬНІ МІСТА,УНІКАЛЬНІ КРАЇНИ,СКЛАДНІСТЬ МАРШРУТУ,ЩІЛЬНІСТЬ МІСТ,ЩІЛЬНІСТЬ КРАЇН,ЧАСТКА ІНШИХ ТОЧОК
EUR-1,Адріатичне море Італії (3 ночі),EUROTRIPS,Eurotrips,Італія,"Італія, Угорщина",екскурсійний,Стандарт 150 - 300,244,6,2,0,3,0,0,0,0,0,1,2,0,0,0,0,0,3,2,"ЛИПЕНЬ, ЧЕРВЕНЬ",ЛИПЕНЬ,СЕЗОННИЙ,🌸 МІЖСЕЗОН,FALSE,5,2,3,2,1,1,1,"0,1","0,17","0,17","0,4"
EUR-2,Вікенд у Амстердамі,EUROTRIPS,Eurotrips,Нідерланди,"Нідерланди, Німеччина, Чехія, Польща",екскурсійний,Стандарт 150 - 300,289,6,2,3,3,0,0,0,1,0,1,1,1,1,1,1,0,7,7,"КВІТЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",КВІТЕНЬ,ПІВРІЧНИЙ,🌸 МІЖСЕЗОН,FALSE,8,4,5,0,1,1,1,"0,1","0,17","0,17",0
EUR-3,Балтійський круїз БЕЗ НІЧНИХ,EUROTRIPS,Eurotrips,Латвія,"Латвія, Естонія, Литва, Швеція",екскурсійний,Стандарт 150 - 300,299,6,0,3,5,0,0,0,0,0,1,0,0,0,1,0,0,2,2,"ЧЕРВЕНЬ, ЖОВТЕНЬ",ЧЕРВЕНЬ,СЕЗОННИЙ,☀️ ЛІТО,TRUE,5,4,5,0,1,1,1,"0,1","0,17","0,17",0
EUR-4,Венеція без нічних,EUROTRIPS,Eurotrips,Італія,Італія,екскурсійний,Люкс 300 - 400,309,5,0,3,4,0,0,0,0,0,0,1,2,0,1,1,0,5,4,"СЕРПЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,TRUE,4,3,2,0,1,1,1,"0,1","0,20","0,20",0
EUR-5,Вікенд у Відні + Зальцбург,EUROTRIPS,Eurotrips,Австрія,Австрія,екскурсійний,Стандарт 150 - 300,229,5,1,3,3,0,0,0,0,0,0,1,1,1,2,0,2,7,5,"ЖОВТЕНЬ, ГРУДЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,FALSE,6,4,5,0,1,1,1,"0,1","0,20","0,20",0
EUR-6,Будапешт – Відень,EUROTRIPS,Eurotrips,Угорщина,"Угорщина, Австрія",екскурсійний,Економ 99 - 150,149,4,2,2,1,0,0,0,0,0,1,0,0,0,2,0,0,3,2,"ЖОВТЕНЬ, ЧЕРВЕНЬ",ЖОВТЕНЬ,СЕЗОННИЙ,☀️ ЛІТО,FALSE,2,2,2,0,1,1,1,"0,1","0,25","0,25",0
EUR-7,Вікенд у Трансильванії + Трансфагараш,EUROTRIPS,Eurotrips,Румунія,Румунія,екскурсійний,До 99,99,4,2,1,1,0,0,0,0,0,0,1,1,1,1,0,0,4,4,"ЛИПЕНЬ, СЕРПЕНЬ, ВЕРЕСЕНЬ",ЛИПЕНЬ,СЕЗОННИЙ,☀️ ЛІТО,FALSE,2,1,1,1,1,1,1,"0,1","0,25","0,25","0,5"
EUR-8,Вікенд у Венеції,EUROTRIPS,Eurotrips,Італія,Італія,екскурсійний,Економ 99 - 150,149,4,2,,1,0,0,0,0,0,1,1,2,0,1,1,0,6,5,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,FALSE,3,2,2,0,1,1,1,"0,1","0,25","0,25",0
EUR-9,Вихідні у Празі + Дрезден,EUROTRIPS,Eurotrips,Чехія,"Чехія, Німеччина, Польша",екскурсійний,Економ 99 - 150,129,4,2,1,1,0,0,0,0,0,1,0,0,1,2,0,2,6,4,"ЖОВТЕНЬ, ГРУДЕНЬ, ЧЕРВЕНЬ",ЖОВТЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,FALSE,3,2,2,0,1,1,1,"0,1","0,25","0,25",0
EUR-10,Вікенд у Празі + Дрезден БЕЗ НІЧНИХ,EUROTRIPS,Eurotrips,Чехія,"Чехія, Німеччина, Польша",екскурсійний,Стандарт 150 - 300,199,4,0,1,3,0,0,0,0,0,0,0,0,1,2,0,2,5,3,"ЖОВТЕНЬ, ГРУДЕНЬ, ВЕРЕСЕНЬ",ЖОВТЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,TRUE,4,3,2,1,1,1,1,"0,1","0,25","0,25","0,25"
EUR-11,Вікенд у Трансильванії + Бухарест,EUROTRIPS,Eurotrips,Румунія,Румунія,екскурсійний,Стандарт 150 - 300,159,4,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,3,2,"ЖОВТЕНЬ, ГРУДЕНЬ",ЖОВТЕНЬ,СЕЗОННИЙ,☀️ ЛІТО,FALSE,5,1,2,3,1,1,1,"0,1","0,25","0,25","0,6"
EUR-12,Італійські різдвяні ярмарки,EUROTRIPS,Eurotrips,Італія,Італія,екскурсійний,Люкс 300 - 400,229,5,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,"ЛИСТОПАД, ГРУДЕНЬ",ЛИСТОПАД,СЕЗОННИЙ,❄️ ЗИМА,FALSE,3,1,3,0,1,1,1,"0,1","0,20","0,20",0
EUR-13,Канікули в Барселоні,EUROTRIPS,Eurotrips,Іспанія,"Іспанія, Італія, Франція",екскурсійний,Стандарт 150 - 300,399,8,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,ЖОВТЕНЬ,ЖОВТЕНЬ,РІДКІСНИЙ,☀️ ЛІТО,FALSE,9,5,4,3,1,1,1,"0,1","0,13","0,13","0,3333333333"
EUR-14,Канікули в Енерджиландії + Краків БЕЗ НІЧНИХ,EUROTRIPS,Eurotrips,Польща,Польща,екскурсійний,Економ 99 - 150,129,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,РІДКІСНИЙ,,TRUE,2,1,2,0,1,1,1,"0,1","0,33","0,33",0
EUR-15,Краків Закопане Морське Око БЕЗ НІЧНИХ,EUROTRIPS,Eurotrips,Польща,Польща,екскурсійний,Люкс 300 - 400,99,3,0,1,2,0,0,0,0,0,1,1,1,1,2,0,0,6,5,"ЖОВТЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,TRUE,3,1,2,1,1,1,1,"0,1","0,33","0,33","0,3333333333"
EUR-16,Найкращі пляжі Європи,EUROTRIPS,Eurotrips,Франція,"Франція, Італія, Словенія",екскурсійний,Люкс 300 - 400,399,7,1,1,5,0,0,0,0,0,1,1,1,1,0,0,0,4,4,"ЧЕРВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЧЕРВЕНЬ,СЕЗОННИЙ,☀️ ЛІТО,FALSE,11,5,5,3,1,1,1,"0,1","0,14","0,14","0,2727272727"
EUR-17,Мілан — Комо — Альпи,EUROTRIPS,Eurotrips,Італія,Італія,екскурсійний,Стандарт 150 - 300,219,6,2,4,3,0,0,0,2,4,3,2,2,3,2,1,0,19,8,"ТРАВЕНЬ, ЧЕРВЕНЬ, ВЕРЕСЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,8,2,4,4,1,1,1,"0,1","0,17","0,17","0,5"
EUR-18,Морська Італія (7 ночей на Лідо-ді-Єзоло),EUROTRIPS,Eurotrips,Італія,Італія,екскурсійний,Люкс 300 - 400,549,10,2,0,7,0,0,0,0,0,1,0,0,2,0,0,0,3,2,"ВЕРЕСЕНЬ, ЧЕРВЕНЬ",ВЕРЕСЕНЬ,СЕЗОННИЙ,☀️ ЛІТО,FALSE,7,1,3,3,1,1,1,"0,1","0,10","0,10","0,4285714286"
EUR-19,Новий рік у Кракові БЕЗ НІЧНИХ,EUROTRIPS,Eurotrips,Польща,Польща,екскурсійний,Економ 99 - 150,129,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,ГРУДЕНЬ,ГРУДЕНЬ,РІДКІСНИЙ,❄️ ЗИМА,TRUE,2,1,2,0,1,1,1,"0,1","0,33","0,33",0
EUR-20,Новий рік у Мілані,EUROTRIPS,Eurotrips,Італія,Італія,екскурсійний,Стандарт 150 - 300,229,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,ГРУДЕНЬ,ГРУДЕНЬ,РІДКІСНИЙ,❄️ ЗИМА,FALSE,3,1,3,0,1,1,1,"0,1","0,20","0,20",0
EUR-21,Вікенд у Будапешті + Відень,EUROTRIPS,Eurotrips,Угорщина,"Угорщина, Австрія",екскурсійний,Економ 99 - 150,109,4,1,1,2,0,0,0,1,2,3,4,4,4,3,3,4,28,9,"ЛИПЕНЬ, СЕРПЕНЬ, ВЕРЕСЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,2,2,2,0,1,1,1,"0,1","0,25","0,25",0
EUR-22,Новий рік у Венеції БЕЗ НІЧНИХ,EUROTRIPS,Eurotrips,Італія,"Італія, Словенія",екскурсійний,Стандарт 150 - 300,309,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,ГРУДЕНЬ,ГРУДЕНЬ,РІДКІСНИЙ,❄️ ЗИМА,TRUE,4,3,2,0,1,1,1,"0,1","0,20","0,20",0
EUR-23,Новий рік у Римі,EUROTRIPS,Eurotrips,Італія,Італія,екскурсійний,Люкс 300 - 400,329,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,ГРУДЕНЬ,ГРУДЕНЬ,РІДКІСНИЙ,❄️ ЗИМА,FALSE,3,1,3,0,1,1,1,"0,1","0,17","0,17",0
EUR-24,Париж + Нормандія,EUROTRIPS,Eurotrips,Франція,"Франція, Чехія, Австрія, Польща",екскурсійний,Люкс 300 - 400,389,7,2,3,4,0,0,0,2,3,1,2,2,2,2,0,0,14,7,"ТРАВЕНЬ, КВІТЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,4,3,1,1,1,1,"0,1","0,14","0,14","0,2"
EUR-25,Мон-Сен-Мішель – Париж – Брюссель,EUROTRIPS,Eurotrips,Франція,"Франція, Бельгія, Нідерланди",екскурсійний,Тяжкий Люкс 400 +,449,9,2,6,6,0,0,0,0,0,1,1,1,1,0,0,0,4,4,"ЧЕРВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЧЕРВЕНЬ,СЕЗОННИЙ,☀️ ЛІТО,FALSE,12,5,9,1,1,1,1,"0,1","0,11","0,11","0,08333333333"
EUR-26,Південна Італія,EUROTRIPS,Eurotrips,Італія,Італія,екскурсійний,Люкс 300 - 400,394,8,2,3,5,0,0,0,1,1,1,1,1,1,0,0,0,6,6,"КВІТЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",КВІТЕНЬ,ПІВРІЧНИЙ,🌸 МІЖСЕЗОН,FALSE,11,2,7,1,1,1,1,"0,1","0,13","0,13","0,09090909091"
EUR-27,Пікнік в Альпах + Гальштат,EUROTRIPS,Eurotrips,Австрія,Австрія,екскурсійний,Стандарт 150 - 300,159,4,1,1,2,0,0,0,0,0,1,1,1,1,1,1,0,6,6,"ЧЕРВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЧЕРВЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,FALSE,3,2,3,0,1,1,1,"0,1","0,25","0,25",0
EUR-28,Прага-Відень-Будапешт,EUROTRIPS,Eurotrips,Чехія,"Чехія, Польща, Словаччина, Угорщина",екскурсійний,Стандарт 150 - 300,199,4,1,4,2,0,0,0,0,0,0,0,0,1,2,2,2,7,4,"ЖОВТЕНЬ, ЛИСТОПАД, ГРУДЕНЬ",ЖОВТЕНЬ,ПІВРІЧНИЙ,❄️ ЗИМА,FALSE,5,4,5,0,1,1,1,"0,1","0,25","0,25",0
EUR-29,Римські канікули,EUROTRIPS,Eurotrips,Італія,"Італія, Угорщина",екскурсійний,Стандарт 150 - 300,279,6,2,2,3,0,0,0,0,1,1,1,1,2,1,1,0,8,7,"ВЕРЕСЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",ВЕРЕСЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,FALSE,4,2,4,0,1,1,1,"0,1","0,17","0,17",0
EUR-30,Різдвяний вікенд у Кракові БЕЗ НІЧНИХ,EUROTRIPS,Eurotrips,Польща,Польща,екскурсійний,Економ 99 - 150,129,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,ГРУДЕНЬ,ГРУДЕНЬ,СЕЗОННИЙ,❄️ ЗИМА,TRUE,2,1,2,0,1,1,1,"0,1","0,33","0,33",0
EUR-31,Скандинавія + Язик Троля,EUROTRIPS,Eurotrips,Норвегія,"Норвегія, Данія, Швеція, Латвія",екскурсійний,Тяжкий Люкс 400 +,589,10,2,6,7,0,0,0,0,0,0,1,1,0,0,0,0,2,2,"ЛИПЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,СЕЗОННИЙ,☀️ ЛІТО,FALSE,9,5,7,0,1,1,1,"0,1","0,10","0,10",0
EUR-32,Сонце Море Барселона,EUROTRIPS,Eurotrips,Іспанія,"Іспанія, Італія",екскурсійний,Тяжкий Люкс 400 +,579,10,2,0,7,0,0,0,0,1,2,1,2,0,0,0,0,6,4,"ЧЕРВЕНЬ, СЕРПЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ПІВРІЧНИЙ,🌸 МІЖСЕЗОН,FALSE,5,2,2,3,1,1,1,"0,1","0,10","0,10","0,6"
EUR-33,Сонячна Греція: Simeon,EUROTRIPS,Eurotrips,Греція,Греція,морський,Тяжкий Люкс 400 +,594,10,2,0,7,0,0,0,0,0,4,5,4,5,0,0,0,18,4,"ЛИПЕНЬ, ВЕРЕСЕНЬ, ЧЕРВЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,9,3,3,1,1,1,1,"0,1","0,10","0,10","0,1111111111"
EUR-34,Сонячна Греція: Asteris Village,EUROTRIPS,Eurotrips,Греція,Греція,морський,Люкс 300 - 400,369,10,2,0,7,0,0,0,0,0,4,5,4,4,0,0,0,17,4,"ЛИПЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,3,3,1,1,1,1,"0,1","0,10","0,10","0,1111111111"
EUR-35,Стамбул,EUROTRIPS,Eurotrips,Туреччина,Туреччина,екскурсійний,Стандарт 150 - 300,184,5,2,1,2,0,0,0,0,1,2,2,2,2,2,2,2,15,8,"ЧЕРВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,1,1,1,0,1,1,1,"0,1","0,20","0,20",0
EUR-36,Вікенд у Будапешті + Відень,EUROTRIPS,Eurotrips,Австрія,"Австрія, Угорщина",екскурсійний,Економ 99 - 150,109,4,2,1,1,0,0,0,1,2,3,4,4,4,4,3,4,29,9,"ЛИПЕНЬ, СЕРПЕНЬ, ВЕРЕСЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,2,2,2,0,1,1,1,"0,1","0,25","0,25",0
EUR-37,Хелловін у Трансильванії + Бухарест,EUROTRIPS,Eurotrips,Румунія,Румунія,екскурсійний,Економ 99 - 150,129,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,ЖОВТЕНЬ,ЖОВТЕНЬ,РІДКІСНИЙ,☀️ ЛІТО,FALSE,5,1,2,3,1,1,1,"0,1","0,25","0,25","0,6"
EUR-38,Чорногорія: де море торкається гір,EUROTRIPS,Eurotrips,Чорногорія,Чорногорія,екскурсійний,Люкс 300 - 400,404,10,2,0,7,0,0,0,0,0,3,4,5,1,0,0,0,13,4,"СЕРПЕНЬ, ЛИПЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,1,1,1,0,1,1,1,"0,1","0,10","0,10",0
EUR-39,Швейцарія,EUROTRIPS,Eurotrips,Швейцарія,"Швейцарія, Австрія, Чехія",екскурсійний,Стандарт 150 - 300,244,6,1,4,4,0,0,0,2,1,2,2,1,1,1,1,1,12,9,"КВІТЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",КВІТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,8,3,5,1,1,1,1,"0,1","0,17","0,17","0,125"
ACC-1,Амурний тиждень в Амстердамі і Парижі!!!,COMPETITOR,Accord tour,Нідерланди,Нідерланди,екскурсійний,Люкс 300 - 400,383,7,0,5,6,0,0,0,6,12,14,10,12,14,12,11,11,102,9,"ЧЕРВЕНЬ, ВЕРЕСЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,10,6,8,0,1,1,1,"0,1","0,14","0,14",0
ACC-2,"Три щасливих смайлика: Амстердам, Париж, Рим + Лазурове узбережжя!",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Тяжкий Люкс 400 +,493,10,3,7,6,0,0,0,6,12,15,11,12,15,12,11,5,99,9,"ЧЕРВЕНЬ, ВЕРЕСЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,15,8,11,2,1,1,1,"0,1","0,10","0,10","0,1333333333"
ACC-3,Мільйон посмішок... або 4 дні в Амстердамі!,COMPETITOR,Accord tour,Нідерланди,Нідерланди,екскурсійний,Тяжкий Люкс 400 +,470,8,0,4,7,0,0,0,7,12,15,10,12,15,12,12,11,106,9,"ЧЕРВЕНЬ, ВЕРЕСЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,14,4,10,0,1,1,1,"0,1","0,13","0,13",0
ACC-4,"Вояж в Париж  Нормандія, Замки Луари + Люксембург",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Люкс 300 - 400,"409,5",8,0,7,7,0,0,0,2,4,5,5,4,5,5,3,4,37,9,"ЧЕРВЕНЬ, ЛИПЕНЬ, ВЕРЕСЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,8,5,6,0,1,1,1,"0,1","0,13","0,13",0
ACC-5,"Париж, квіти..... і Компліменти!  Амстердам, Брюссель, Париж, Люксембург, Кельн",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Тяжкий Люкс 400 +,582,10,0,8,9,0,0,0,6,12,15,11,12,15,12,12,11,106,9,"ЧЕРВЕНЬ, ВЕРЕСЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,16,6,12,1,1,1,1,"0,1","0,10","0,10","0,0625"
ACC-6,Три дні в Парижі + Діснейленд,COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,283,7,2,5,4,0,0,0,7,12,14,11,12,14,12,11,11,104,9,"ЧЕРВЕНЬ, ВЕРЕСЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,4,6,1,1,1,1,"0,1","0,14","0,14","0,1111111111"
ACC-7,Амурні пригоди в Амстердамі і Парижі!!!,COMPETITOR,Accord tour,Нідерланди,Нідерланди,екскурсійний,Люкс 300 - 400,377,7,0,5,6,0,0,0,3,9,13,12,14,9,13,9,11,93,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,9,6,7,0,1,1,1,"0,1","0,14","0,14",0
ACC-8,Амстердам та Париж... запалив та привабив...,COMPETITOR,Accord tour,Нідерланди,Нідерланди,екскурсійний,Стандарт 150 - 300,"325,5",7,2,5,4,0,0,0,3,8,12,12,14,9,13,9,11,91,9,"СЕРПЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,10,6,6,1,1,1,1,"0,1","0,14","0,14","0,1"
ACC-9,"Яскравий Бенілюкс: Нідерланди, Бельгія та Люксембург!",COMPETITOR,Accord tour,Бельгія,Бельгія,екскурсійний,Люкс 300 - 400,442,7,0,4,6,0,0,0,3,9,13,12,14,9,13,9,13,95,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,9,4,7,0,1,1,1,"0,1","0,14","0,14",0
ACC-10,"Французький Каприз   4 дні в Парижі + Нормандія, долина Луари, Мон-Сен-Мішель!",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Люкс 300 - 400,"416,5",8,0,7,7,0,0,0,4,10,14,12,14,9,13,9,13,98,9,"ЧЕРВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,17,3,4,2,1,1,1,"0,1","0,13","0,13","0,1176470588"
ACC-11,"Вітаю, милий Амстердам!",COMPETITOR,Accord tour,Нідерланди,Нідерланди,екскурсійний,Люкс 300 - 400,"422,5",7,0,4,6,0,0,0,3,9,13,12,14,9,13,9,13,95,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,14,4,7,2,1,1,1,"0,1","0,14","0,14","0,1428571429"
ACC-12,"Бонжур Лямур або 3 дні в Парижі! ...Париж, Діснейленд та Люксембург...",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Люкс 300 - 400,374,7,0,5,6,0,0,0,3,9,13,12,14,9,14,9,13,96,9,"СЕРПЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,11,4,5,1,1,1,1,"0,1","0,14","0,14","0,09090909091"
ACC-13,Любовне зізнання: Відень + Прага!,COMPETITOR,Accord tour,Чехія,Чехія,екскурсійний,Стандарт 150 - 300,245,5,0,2,4,0,0,0,3,9,13,12,14,9,13,9,13,95,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,4,3,4,0,1,1,1,"0,1","0,20","0,20",0
ACC-14,"Бонжорно, Італія + Швейцарія!",COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Люкс 300 - 400,"366,5",7,0,6,6,0,0,0,3,7,6,9,10,8,9,3,3,58,9,"СЕРПЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,14,5,12,1,1,1,1,"0,1","0,14","0,14","0,07142857143"
ACC-15,"Дивовижний світ  4 дні в Швейцарії Женева, Берн, Люцерн + Монблан",COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Люкс 300 - 400,"382,5",7,0,6,6,0,0,0,4,7,6,8,10,8,9,3,3,58,9,"СЕРПЕНЬ, ЖОВТЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,12,4,7,1,1,1,1,"0,1","0,14","0,14","0,08333333333"
ACC-16,Святкова Прага!!! Виїзд з Києва,COMPETITOR,Accord tour,Чехія,Чехія,екскурсійний,Стандарт 150 - 300,244,5,1,2,3,0,0,0,2,11,13,10,8,6,10,8,8,76,9,"ЧЕРВЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,7,4,7,0,1,1,1,"0,1","0,20","0,20",0
ACC-17,Прикольними містами: Дрезден + Прага + Брно + Краків!!!,COMPETITOR,Accord tour,Чехія,Чехія,екскурсійний,Стандарт 150 - 300,"198,5",4,0,3,3,0,0,0,3,12,14,16,14,9,13,9,12,102,9,"ЛИПЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,7,3,5,0,1,1,1,"0,1","0,25","0,25",0
ACC-18,"Мюнхен і компанія: Краків, Прага, Відень!",COMPETITOR,Accord tour,Німеччина,Німеччина,екскурсійний,Стандарт 150 - 300,244,4,0,3,3,0,0,0,3,12,14,16,14,9,13,9,13,103,9,"ЛИПЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,5,4,4,1,1,1,1,"0,1","0,25","0,25","0,2"
ACC-19,"Душевний Вікенд   Краків, Прага, Відень, Будапешт + Егер ",COMPETITOR,Accord tour,Австрія,Австрія,екскурсійний,Стандарт 150 - 300,"163,5",4,0,2,3,0,0,0,3,11,10,12,16,13,5,9,12,91,9,"СЕРПЕНЬ, ВЕРЕСЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,5,4,5,0,1,1,1,"0,1","0,25","0,25",0
ACC-20,"Відень, я вже їду!",COMPETITOR,Accord tour,Австрія,Австрія,екскурсійний,Стандарт 150 - 300,201,4,0,2,3,0,0,0,3,9,13,12,14,9,13,9,13,95,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,5,1,4,0,1,1,1,"0,1","0,25","0,25",0
