ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,ВСІ НАПРЯМКИ,ТИП ПОДОРОЖІ,ЦІНОВА КАТЕГОРІЯ,СЕРЕДНЯ ЦІНА,ДНІ,НІЧНІ ПЕРЕЇЗДИ,ЕКСКУРСІЇ,НОЧЕЙ В ГОТЕЛЯХ,СІЧЕНЬ,ЛЮТИЙ,БЕРЕЗЕНЬ,КВІТЕНЬ,ТРАВЕНЬ,ЧЕРВЕНЬ,ЛИПЕНЬ,СЕРПЕНЬ,ВЕРЕСЕНЬ,ЖОВТЕНЬ,ЛИСТОПАД,ГРУДЕНЬ,ВИЇЗДІВ НА РІК,АКТИВНИХ МІСЯЦІВ,ПІКОВІ МІСЯЦІ,ПІКОВИЙ МІСЯЦЬ,ТИП СЕЗОННОСТІ,СЕЗОННІСТЬ,БЕЗ НІЧНИХ ПЕРЕЇЗДІВ,КІЛЬКІСТЬ ЗУПИНОК ПО СИГНАТУРІ МАРШРУТУ,КІЛЬКІСТЬ КРАЇН У МАРШРУТІ,КІЛЬКІСТЬ МІСТ У МАРШРУТІ,КІЛЬКІСТЬ ІНШИХ ТОЧОК,УНІКАЛЬНІ ЗУПИНКИ,УНІКАЛЬНІ МІСТА,УНІКАЛЬНІ КРАЇНИ,СКЛАДНІСТЬ МАРШРУТУ,ЩІЛЬНІСТЬ МІСТ,ЩІЛЬНІСТЬ КРАЇН,ЧАСТКА ІНШИХ ТОЧОК
ITR-10,Словацька мелодія з Віденським шармом!,COMPETITOR,ITravel,Австрія,"Австрія, Угорщина, Словаччина",екскурсійний,Стандарт 150 - 300,239,5,0,2,4,0,0,0,2,5,4,5,4,7,4,4,6,41,9,"ВЕРЕСЕНЬ, ГРУДЕНЬ, ТРАВЕНЬ",ВЕРЕСЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,5,2,2,0,1,1,1,"0,1","0,20","0,20",0
ITR-11,Кураж столицями,COMPETITOR,ITravel,Австрія,"Австрія, Угорщина, Польща, Чехія",екскурсійний,Стандарт 150 - 300,159,4,1,1,2,0,0,0,1,5,6,5,6,5,7,5,6,46,9,"ЖОВТЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,6,4,4,0,1,1,1,"0,1","0,25","0,25",0
ITR-12,Угорський танок: Будапешт і Відень,COMPETITOR,ITravel,Австрія,"Австрія, Угорщина",екскурсійний,Економ 99 - 150,139,4,0,0,3,0,0,0,2,5,5,5,4,4,5,4,5,39,9,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,2,4,0,1,1,1,"0,1","0,25","0,25",0
ITR-13,"Європейська розкіш – Ніцца, Монако, Портофіно…",COMPETITOR,ITravel,Італія,"Італія, Угорщина, Франція, Монако",екскурсійний,Стандарт 150 - 300,219,6,2,4,3,0,0,0,1,5,4,4,4,4,4,5,,31,8,"ТРАВЕНЬ, ЛИСТОПАД, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,7,4,5,0,1,1,1,"0,1","0,17","0,17",0
ITR-14,Лазурний МЕГАтур,COMPETITOR,ITravel,Італія,"Італія, Угорщина, Словенія, Франція, Монако",екскурсійний,Люкс 300 - 400,399,8,1,5,6,0,0,0,1,5,4,4,5,5,5,,,29,7,"ТРАВЕНЬ, СЕРПЕНЬ, ВЕРЕСЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,9,5,7,0,1,1,1,"0,1","0,13","0,13",0
ITR-15,Лазурний шик: 2 дні на Рив'єрі,COMPETITOR,ITravel,Італія,"Італія, Угорщина, Франція, Монако",екскурсійний,Стандарт 150 - 300,329,7,2,4,4,0,0,0,1,5,4,4,5,4,4,,,27,7,"ТРАВЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,4,7,0,1,1,1,"0,1","0,14","0,14",0
ITR-16,Джульєтта і гондоли,COMPETITOR,ITravel,Італія,"Італія, Угорщина",екскурсійний,Економ 99 - 150,139,4,2,0,1,0,0,0,1,3,2,2,2,2,4,2,2,20,9,"ЖОВТЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,3,2,3,0,1,1,1,"0,1","0,25","0,25",0
ITR-17,"Спокусливе тріо: Венеція, Ніцца, Барселона",COMPETITOR,ITravel,Іспанія,"Іспанія, Угорщина, Італія, Словенія, Франція, Монако",екскурсійний,Люкс 300 - 400,469,9,2,6,6,0,0,0,,3,2,2,2,2,2,,,13,6,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,6,7,0,1,1,1,"0,1","0,11","0,11",0
ITR-18,"Тисячі лайків: Венеція, Рим, Флоренцію, Піза",COMPETITOR,ITravel,Італія,"Італія, Угорщина",екскурсійний,Стандарт 150 - 300,239,5,2,3,2,0,0,0,1,6,5,4,5,4,6,4,4,39,9,"ТРАВЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,6,3,3,0,1,1,1,"0,1","0,20","0,20",0
ITR-19,Італійська симфонія: Венеція + Доломітові Альпи,COMPETITOR,ITravel,Австрія,"Австрія, Угорщина, Італія, Польща",екскурсійний,Стандарт 150 - 300,214,6,2,4,3,0,0,0,1,5,4,4,5,4,4,5,5,37,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,7,4,4,0,1,1,1,"0,1","0,17","0,17",0
ITR-20,Доломітові Альпи - мандрівка серед величі вершин,COMPETITOR,ITravel,Австрія,"Австрія, Угорщина, Італія, Словенія",екскурсійний,Люкс 300 - 400,349,7,0,4,6,0,0,0,1,5,4,4,5,4,5,4,4,36,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,3,4,0,1,1,1,"0,1","0,14","0,14",0
ITR-21,Альпійський експрес: Швейцарія + Австрія,COMPETITOR,ITravel,Австрія,"Австрія, Угорщина, Німеччина, Швейцарія",екскурсійний,Стандарт 150 - 300,319,6,0,4,5,0,0,0,1,5,4,4,5,4,4,5,4,36,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,9,4,8,0,1,1,1,"0,1","0,17","0,17",0
ITR-22,"Тур-де-Круасан: Париж (4 дні), Нормандія, замки Луари",COMPETITOR,ITravel,Австрія,"Австрія, Німеччина, Польща, Франція",екскурсійний,Люкс 300 - 400,359,8,2,4,5,0,0,0,1,3,2,2,2,2,3,2,3,20,9,"ТРАВЕНЬ, ЖОВТЕНЬ, ГРУДЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,11,4,7,0,1,1,1,"0,1","0,13","0,13",0
ITR-23,"Їж.Люби.Подорожуй: Венеція, Рим 2 ночі, Флоренцію, Піза",COMPETITOR,ITravel,Італія,"Італія, Угорщина, Словенія",екскурсійний,Люкс 300 - 400,343,7,1,3,5,0,0,0,,2,2,2,2,2,3,2,3,18,8,"ЖОВТЕНЬ, ГРУДЕНЬ, ТРАВЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,8,4,5,0,1,1,1,"0,1","0,14","0,14",0
ITR-24,Альпійська красуня – Швейцарія,COMPETITOR,ITravel,Австрія,"Австрія, Угорщина, Німеччина, Швейцарія",екскурсійний,Стандарт 150 - 300,279,6,1,2,4,0,0,0,1,5,4,4,5,4,4,5,4,36,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,10,3,5,0,1,1,1,"0,1","0,17","0,17",0
ITR-25,"Романтичний мікс: Кельн, Люксембург, Страсбург",COMPETITOR,ITravel,Німеччина,"Німеччина, Польща, Франція, Чехія, Люксембург",екскурсійний,Стандарт 150 - 300,299,7,2,5,4,0,0,0,1,3,2,2,2,2,3,2,2,19,9,"ТРАВЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,10,5,7,0,1,1,1,"0,1","0,14","0,14",0
ITR-26,"VIVA Італія! Венеція, Мілан, озера Гарда та Комо",COMPETITOR,ITravel,Італія,Італія,екскурсійний,Стандарт 150 - 300,189,5,2,3,2,0,0,0,1,5,3,5,4,4,6,4,4,36,9,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,1,3,2,1,1,1,"0,1","0,20","0,20","0,4"
ITR-27,Benelux - таємниці трьох країн,COMPETITOR,ITravel,Бельгія,"Бельгія, Німеччина, Нідерланди, Польща, Люксембург",екскурсійний,Стандарт 150 - 300,329,6,0,4,5,0,0,0,1,2,2,2,3,2,2,2,3,19,9,"СЕРПЕНЬ, ГРУДЕНЬ, ТРАВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,9,5,7,0,1,1,1,"0,1","0,17","0,17",0
ITR-28,Європейська відпустка у Europa Park,COMPETITOR,ITravel,Австрія,"Австрія, Німеччина, Польща, Чехія",екскурсійний,Люкс 300 - 400,339,7,0,5,6,0,0,0,1,3,2,2,2,2,3,2,2,19,9,"ТРАВЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,7,4,6,0,1,1,1,"0,1","0,14","0,14",0
ITR-29,Берлінський експресс,COMPETITOR,ITravel,Німеччина,Німеччина,екскурсійний,Економ 99 - 150,119,4,2,1,1,0,0,0,1,5,4,5,4,4,5,4,5,37,9,"ТРАВЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,2,3,0,1,1,1,"0,1","0,25","0,25",0
ITR-30,Лазурний шик: 2 дні на Рив’єрі,COMPETITOR,ITravel,Італія,"Італія, Франція",екскурсійний,Люкс 300 - 400,329,7,2,4,4,0,0,0,1,5,4,5,5,4,4,,,28,7,"ТРАВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,12,4,7,1,1,1,1,"0,1","0,14","0,14","0,08333333333"
ITR-31,"Кава та круасан: Відень, Париж, Зальцбург",COMPETITOR,ITravel,Франція,"Франція, Австрія",екскурсійний,Стандарт 150 - 300,249,6,2,3,3,0,0,0,1,5,4,4,5,4,4,5,5,37,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,8,3,7,0,1,1,1,"0,1","0,17","0,17",0
ITR-32,"Європейські канікули – Прага, Париж, Берлін",COMPETITOR,ITravel,Франція,Франція,екскурсійний,Стандарт 150 - 300,219,6,2,4,3,0,0,0,1,5,4,4,5,4,5,5,7,40,9,"ГРУДЕНЬ, ТРАВЕНЬ, СЕРПЕНЬ",ГРУДЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,7,4,6,0,1,1,1,"0,1","0,17","0,17",0
ITR-33,Італійська симфонія: Венеція + Доломітові Альпи,COMPETITOR,ITravel,Італія,Італія,екскурсійний,Стандарт 150 - 300,214,6,2,4,3,0,0,0,1,5,4,4,5,4,4,5,5,37,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,6,4,4,0,1,1,1,"0,1","0,17","0,17",0
ITR-34,Канікули у Данії: Legoland,COMPETITOR,ITravel,Німеччина,"Німеччина, Данія, Польща",екскурсійний,Стандарт 150 - 300,269,6,1,3,4,0,0,0,1,2,2,2,3,2,2,0,0,14,7,"СЕРПЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,7,3,6,0,1,1,1,"0,1","0,17","0,17",0
ITR-35,Паризька мрія – 3 дні в Парижі!,COMPETITOR,ITravel,Франція,Франція,екскурсійний,Стандарт 150 - 300,269,7,2,3,4,0,0,0,1,5,4,4,5,4,5,4,5,37,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,4,5,0,1,1,1,"0,1","0,14","0,14",0
ITR-36,"Смак Франції: Париж, Нормандія, Ельзас",COMPETITOR,ITravel,Франція,Франція,екскурсійний,Люкс 300 - 400,319,7,2,5,4,0,0,0,1,3,2,2,2,2,4,2,2,20,9,"ЖОВТЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,4,7,0,1,1,1,"0,1","0,14","0,14",0
ITR-37,МЕГАтур до Чорногорії,COMPETITOR,ITravel,Болгарія,"Болгарія, Чорногорія, Північна Македонія, Албанія",екскурсійний,Люкс 300 - 400,429,10,2,2,7,0,0,0,,2,5,4,4,4,0,0,0,19,5,"ЧЕРВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,11,3,4,0,1,1,1,"0,1","0,10","0,10",0
ITR-38,Джульєтта і гондоли,COMPETITOR,ITravel,Італія,Італія,екскурсійний,Економ 99 - 150,139,4,2,1,1,0,0,0,1,3,2,2,2,2,4,2,2,20,9,"ЖОВТЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,4,2,3,0,1,1,1,"0,1","0,25","0,25",0
ITR-39,"Тисячі лайків: Венеція, Рим, Піза Флоренція",COMPETITOR,ITravel,Італія,"Італія, Угорщина",екскурсійний,Стандарт 150 - 300,239,5,2,3,2,0,0,0,1,6,5,4,5,4,6,4,4,39,9,"ТРАВЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,6,2,5,0,1,1,1,"0,1","0,20","0,20",0
ITR-40,На вікенд до двох сестер: Латвія-Литва,COMPETITOR,ITravel,Литва,"Литва, Латвія",екскурсійний,Економ 99 - 150,160,4,2,2,1,0,0,0,1,2,2,1,1,1,3,1,3,15,9,"ЖОВТЕНЬ, ГРУДЕНЬ, ТРАВЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,3,2,3,0,1,1,1,"0,1","0,25","0,25",0
ITR-41,Балтійські пригоди,COMPETITOR,ITravel,Литва,"Литва, Латвія, Естонія",екскурсійний,Стандарт 150 - 300,175,4,1,2,2,0,0,0,1,2,2,2,2,2,3,2,3,19,9,"ЖОВТЕНЬ, ГРУДЕНЬ, ТРАВЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,4,2,3,0,1,1,1,"0,1","0,25","0,25",0
ITR-42,"Балтійські Скарби + круїз до Стокгольму : Таллін, Стокгольм, Рига",COMPETITOR,ITravel,Швеція,"Швеція, Латвія, Естонія",екскурсійний,Стандарт 150 - 300,300,6,2,2,3,0,0,0,1,3,2,2,2,2,3,2,2,19,9,"ТРАВЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,4,2,3,0,1,1,1,"0,1","0,17","0,17",0
ITR-43,"Європейська розкіш – Ніцца, Монако, Портофіно…",COMPETITOR,ITravel,Італія,"Італія, Франція",екскурсійний,Стандарт 150 - 300,219,6,2,4,3,0,0,0,1,5,4,4,5,4,5,5,,33,8,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,0,,,,1,1,1,"0,1","0,17","0,17",0
ITR-44,Чудовий мікс - Чорногорія+Албанія з відпочинком на морі,COMPETITOR,ITravel,Чорногорія,"Чорногорія, Албанія",морський,Люкс 300 - 400,409,10,2,0,7,0,0,0,,2,4,5,4,1,,0,0,16,5,"ЛИПЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,0,,,,1,1,1,"0,1","0,10","0,10",0
ITR-45,Румунський експрес,COMPETITOR,ITravel,Румунія,Румунія,екскурсійний,Економ 99 - 150,155,4,1,2,2,0,0,0,1,2,2,3,2,2,5,1,3,21,9,"ЖОВТЕНЬ, ЛИПЕНЬ, ГРУДЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,0,,,,1,1,1,"0,1","0,25","0,25",0
ITR-46,"Їж.Люби.Подорожуй: Любляна, Венеція, Рим 2 дні, Флоренція",COMPETITOR,ITravel,Італія,Італія,екскурсійний,Люкс 300 - 400,343,7,1,4,5,0,0,0,,2,2,2,2,2,3,2,3,18,8,"ЖОВТЕНЬ, ГРУДЕНЬ, ТРАВЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,0,,,,1,1,1,"0,1","0,14","0,14",0
ITR-47,Релакс у Чехії та Угорщині,COMPETITOR,ITravel,Австрія,"Австрія, Чехія, Угорщина",екскурсійний,Стандарт 150 - 300,169,6,2,2,3,0,0,0,1,5,4,5,4,5,5,4,4,37,9,"ТРАВЕНЬ, ЛИПЕНЬ, ВЕРЕСЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,0,,,,1,1,1,"0,1","0,17","0,17",0
ITR-48,Зеленими берегами Корфу,COMPETITOR,ITravel,Греція,Греція,екскурсійний,Люкс 300 - 400,"537,5",9,2,1,6,0,0,0,0,,2,2,2,2,1,0,0,9,5,"ЧЕРВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,6,3,3,0,1,1,1,"0,1","0,11","0,11",0
ITR-49,Містична Трансільванія та Трансфагараш,COMPETITOR,ITravel,Румунія,Румунія,екскурсійний,Стандарт 150 - 300,200,5,2,1,2,0,0,0,,,,2,2,2,3,0,0,9,4,"ЖОВТЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,0,,,,1,1,1,"0,1","0,20","0,20",0
ITR-50,Казки старої Німеччини,COMPETITOR,ITravel,Німеччина,Німеччина,екскурсійний,Люкс 300 - 400,339,7,1,4,5,0,0,0,1,2,2,2,3,2,2,2,2,18,9,"СЕРПЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,0,,,,1,1,1,"0,1","0,14","0,14",0
ITR-51,Лавандове серце Франції – Валансоль + Лазурове узбережжя,COMPETITOR,ITravel,Франція,"Франція, Італія",екскурсійний,Люкс 300 - 400,329,7,2,4,4,0,0,0,,,2,3,,,,,,5,2,"ЛИПЕНЬ, ЧЕРВЕНЬ",ЛИПЕНЬ,ПІВРІЧНИЙ,🌸 МІЖСЕЗОН,FALSE,14,4,5,2,1,1,1,"0,1","0,14","0,14","0,1428571429"
ITR-52,Доломітові Альпи – мандрівка серед величі вершин,COMPETITOR,ITravel,Італія,"Італія, Австрія, Угорщина, Словенія",екскурсійний,Люкс 300 - 400,349,7,0,4,6,0,0,0,1,5,4,4,5,4,5,4,4,36,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,3,4,0,1,1,1,"0,1","0,14","0,14",0
ITR-53,На зустріч до Афродіти,COMPETITOR,ITravel,Греція,Греція,морський,Стандарт 150 - 300,732,10,2,0,7,0,0,0,0,2,9,9,3,4,0,0,0,27,5,"ЧЕРВЕНЬ, ЛИПЕНЬ, ВЕРЕСЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,3,3,0,1,1,1,"0,1","0,10","0,10",0
ITR-54,Халкідіки. Ідеальна грецька відпустка,COMPETITOR,ITravel,Греція,Греція,морський,Стандарт 150 - 300,"551,5",10,2,0,7,0,0,0,0,5,9,9,8,8,0,0,0,39,5,"ЧЕРВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,4,4,0,1,1,1,"0,1","0,10","0,10",0
RIC-1,Дивовижна Хорватія,COMPETITOR,Rich Tour,Хорватія,Хорватія,морський,Стандарт 150 - 300,274,10,2,2,7,0,0,0,0,0,8,9,9,7,0,0,0,33,4,"ЛИПЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,2,2,0,1,1,1,"0,1","0,10","0,10",0
RIC-2,ПІВДЕНЬ ІТАЛІЇ - ТІРРЕНСЬКЕ МОРЕ,COMPETITOR,Rich Tour,Італія,Італія,морський,Тяжкий Люкс 400 +,484,10,2,0,7,0,0,0,0,0,9,8,3,3,0,0,0,23,4,"ЧЕРВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,3,2,2,0,1,1,1,"0,1","0,10","0,10",0
RIC-3,Сонячні пляжі Ріміні - Італія,COMPETITOR,Rich Tour,Італія,Італія,морський,Тяжкий Люкс 400 +,"434,5",8,2,1,5,0,0,0,0,0,3,4,5,2,0,0,0,14,4,"СЕРПЕНЬ, ЛИПЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,4,2,3,0,1,1,1,"0,1","0,13","0,13",0
RIC-4,МОРЕ ГРЕЦІЇ,COMPETITOR,Rich Tour,Греція,Греція,морський,Тяжкий Люкс 400 +,477,10,2,0,7,0,0,0,0,0,4,5,4,3,0,0,0,16,4,"ЛИПЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,0,0,0,1,1,1,"0,1","0,10","0,10",0
RIC-5,Подих Адріатики – Чорногорія,COMPETITOR,Rich Tour,Чорногорія,Чорногорія,морський,Люкс 300 - 400,"383,5",10,2,0,7,0,0,0,0,0,4,4,5,3,0,0,0,16,4,"ТРАВЕНЬ, КВІТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,1,1,1,0,1,1,1,"0,1","0,33","0,33",0
RIC-6,Під небом ПАРИЖУ + Прага і Дрезден,COMPETITOR,Rich Tour,Франція,"Франція, Німеччина, Чехія",дитячі канікули,Люкс 300 - 400,"439,5",6,2,4,3,0,0,0,0,0,0,0,0,0,2,4,1,7,3,"ЛИСТОПАД, ЖОВТЕНЬ, ГРУДЕНЬ",ЛИСТОПАД,ПІВРІЧНИЙ,❄️ ЗИМА,FALSE,3,3,3,0,1,1,1,"0,1","0,17","0,17",0
RIC-7,В гостях у Нідерландської корони,COMPETITOR,Rich Tour,Нідерланди,"Нідерланди, Німеччина, Чехія, Польща",екскурсійний,Стандарт 150 - 300,439,7,0,3,6,0,0,0,0,0,0,0,0,0,1,2,2,5,3,"ЛИСТОПАД, ГРУДЕНЬ, ЖОВТЕНЬ",ЛИСТОПАД,ПІВРІЧНИЙ,❄️ ЗИМА,TRUE,5,4,4,0,1,1,1,"0,1","0,14","0,14",0
RIC-8,Мрія блогерів: Венеція + Альпи,COMPETITOR,Rich Tour,Італія,Італія,дитячі канікули,Стандарт 150 - 300,357,5,2,3,2,0,0,0,0,0,0,0,0,0,0,3,3,6,2,"ЛИСТОПАД, ГРУДЕНЬ",ЛИСТОПАД,ПІВРІЧНИЙ,❄️ ЗИМА,FALSE,5,1,1,0,1,1,1,"0,1","0,20","0,20",0
RIC-9,Від Провансу до Швейцарських вершин,COMPETITOR,Rich Tour,Швейцарія,"Швейцарія, Франція, Італія",екскурсійний,Люкс 300 - 400,385,7,2,6,4,0,0,0,0,0,0,0,0,1,2,0,2,5,3,"ЖОВТЕНЬ, ГРУДЕНЬ, ВЕРЕСЕНЬ",ЖОВТЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,FALSE,9,4,4,0,1,1,1,"0,1","0,14","0,14",0
RIC-10,Скандинавська сага,COMPETITOR,Rich Tour,Польща,"Польща, Данія, Норвегія, Латвія",екскурсійний,Тяжкий Люкс 400 +,685,9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,РІДКІСНИЙ,,FALSE,9,5,5,0,1,1,1,"0,1","0,11","0,11",0
TAN-1,Відень та Прага - імперії королів,COMPETITOR,Tango Travel,Австрія,"Австрія, Чехія, Угорщина",екскурсійний,Економ 99 - 150,95,4,2,1,1,0,0,0,1,6,5,5,4,0,,,,21,5,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,1,0,0,0,1,1,1,"0,1","0,25","0,25",0
TAN-2,"Театр вражень - Венеція, Верона та Мілан!",COMPETITOR,Tango Travel,Італія,"Італія, Угорщина",екскурсійний,Економ 99 - 150,168,5,2,2,2,0,0,0,1,2,4,2,2,1,3,,,15,7,"ЧЕРВЕНЬ, ЖОВТЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,1,0,0,0,1,1,1,"0,1","0,20","0,20",0
TAN-3,Будапешт - мій найкращий вікенд! ,COMPETITOR,Tango Travel,Угорщина,Угорщина,екскурсійний,До 99,110,4,2,1,1,0,0,0,,5,3,2,4,2,,,,16,5,"ТРАВЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,1,0,0,0,1,1,1,"0,1","0,25","0,25",0
