,,,,,,,,,
ACC-78,Швейцарія,10,0,0,0,"0,7732383808",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-79,Італія,9,0,0,1,"0,7407090742",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-8,Нідерланди,10,0,0,0,"0,7426354427",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-80,Італія,10,0,0,1,"0,7061289445",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-81,Греція,8,0,0,0,"0,6118883737",BALANCED,REVIEW,Перевірити вручну
ACC-82,Італія,14,0,0,1,"0,6630610923",OVERLOADED,REVIEW,Перевірити вручну
ACC-83,Італія,19,0,0,1,"0,6902202073",OVERLOADED,REVIEW,Перевірити вручну
ACC-84,Італія,16,0,0,0,"0,6331738395",OVERLOADED,REVIEW,Перевірити вручну
ACC-85,Італія,22,0,0,0,"0,5708321878",OVERLOADED,REVIEW,Перевірити вручну
ACC-86,Італія,8,0,0,1,"0,8258274294",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-87,Італія,10,0,0,0,"0,7334646294",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-88,Австрія,4,0,0,0,"0,7567360613",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-89,Швейцарія,10,0,0,0,"0,7732383808",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-9,Бельгія,9,0,0,1,"0,7030216491",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-90,Італія,9,0,0,1,"0,7527246132",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-91,Італія,8,0,0,0,"0,7659458602",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-92,Італія,12,0,0,0,"0,6240073491",OVERLOADED,REVIEW,Перевірити вручну
ACC-93,Норвегія,6,0,0,0,"0,7263832139",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-94,Швейцарія,11,0,0,0,"0,7399638956",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ACC-95,Італія,6,0,0,1,"0,6597218991",BALANCED,REVIEW,Перевірити вручну
ACC-96,Чехія,12,0,0,0,"0,7872205415",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ACC-97,Франція,7,0,0,0,"0,6584090909",BALANCED,REVIEW,Перевірити вручну
ACC-98,Італія,6,0,0,0,"0,4849592894",BALANCED,REVIEW,Перевірити вручну
ACC-99,Греція,8,0,0,0,"0,4950360218",BALANCED,REVIEW,Перевірити вручну
ADR-1,Чехія,6,0,0,0,"0,6414921547",BALANCED,REVIEW,Перевірити вручну
ADR-10,Франція,16,0,0,1,"0,6751391466",OVERLOADED,REVIEW,Перевірити вручну
ADR-100,Хорватія,4,0,0,0,"0,6688491364",BALANCED,REVIEW,Перевірити вручну
ADR-101,Франція,13,0,0,0,"0,7445633448",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-102,Франція,12,0,0,0,"0,6699072356",OVERLOADED,REVIEW,Перевірити вручну
ADR-103,Швейцарія,7,0,0,0,"0,8393754653",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-104,Іспанія,23,0,0,2,"0,4865068971",OVERLOADED,TRIM,Забрати слабкі stop types або повторювані міста
ADR-105,Іспанія,17,0,0,2,"0,5104286928",OVERLOADED,REVIEW,Перевірити вручну
ADR-106,Іспанія,17,0,0,2,"0,4821693258",OVERLOADED,TRIM,Забрати слабкі stop types або повторювані міста
ADR-107,Нідерланди,11,0,0,0,"0,7528351197",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-108,Швейцарія,10,0,0,0,"0,7760211731",BALANCED,KEEP,"Маршрут сильний, змін не треба"
