ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,СЕРЕДНЯ ЦІНА,ДНІ,НІЧНІ ПЕРЕЇЗДИ,ЕКСКУРСІЇ,ЦІНА ЗА ДЕНЬ,СЕРЕДНЯ ЦІНА ПО НАПРЯМКУ,МЕДІАННА ЦІНА ПО НАПРЯМКУ,ВІДХИЛЕННЯ ВІД СЕРЕДНЬОЇ ЦІНИ,ВІДХИЛЕННЯ ВІД МЕДІАННОЇ ЦІНИ,% ВІДХИЛЕННЯ ВІД МЕДІАНИ,ПОЗИЦІЯ ЗА ЦІНОЮ В НАПРЯМКУ,РІЗНИЦЯ ДО МІНІМАЛЬНОЇ ЦІНИ,ЗАГАЛЬНИЙ VALUE SCORE,ОЦІНКА ЦІНИ,ОЦІНКА ЕКСКУРСІЙ,ОЦІНКА КОМФОРТУ,СЕЗОННІСТЬ,ШТРАФ ЗА НІЧНІ ПЕРЕЇЗДИ,ІНТЕНСИВНІСТЬ ПОДОРОЖІ,СКЛАДНІСТЬ МАРШРУТУ,РІЗНОМАНІТНІСТЬ КРАЇН,КІЛЬКІСТЬ ЗУПИНОК ПО МАРШРУТУ,КІЛЬКІСТЬ МІСТ У МАРШРУТІ,КІЛЬКІСТЬ КРАЇН У МАРШРУТІ,КІЛЬКІСТЬ ІНШИХ ТОЧОК,ЩІЛЬНІСТЬ МІСТ,ЩІЛЬНІСТЬ КРАЇН,ЧАСТКА ІНШИХ ТОЧОК,ЦІННІСТЬ МАРШРУТУ,ЕФЕКТИВНІСТЬ МАРШРУТУ,ПЕРЕВАНТАЖЕНИЙ МАРШРУТ,ПОРОЖНІЙ МАРШРУТ
ACC-122,Must seе - Amsterdam або 2 дні в Амстердамі!,COMPETITOR,Accord tour,Нідерланди,275,6,2,3,46,349,348,-74,-73,"-0,21",7,80,"0,6430","0,79",,"0,67",ЦІЛИЙ РІК,40,"2,00","1,50","0,67",12,9,4,3,"1,50","0,67","0,25","5,30","0,88",1,0
ACC-123,Мій маленький рай - Чорногорія!,COMPETITOR,Accord tour,Чорногорія,339,8,2,1,42,364,369,-25,-30,"-0,08",4,88,"0,6260","0,92",,"0,75",ЦІЛИЙ РІК,40,"1,63","0,63","0,25",13,5,2,3,"0,63","0,25","0,23","3,10","0,39",1,0
ACC-124,Балканська красуня - Чорногорія!  Відпочинок на Адріатичному узбережжі...,COMPETITOR,Accord tour,Чорногорія,369,8,0,2,46,364,369,5,0,"0,00",7,118,"0,7559","1,00",,"1,00",ЦІЛИЙ РІК,0,"1,75","0,88","0,50",14,7,4,2,"0,88","0,50","0,14","4,50","0,56",1,0
ACC-125,Швейцарське фондю: вся Швейцарія і Австрія!!!,COMPETITOR,Accord tour,Швейцарія,511,10,0,9,51,333,334,177,177,"0,53",29,323,"0,6635","0,47",,"1,00",ЦІЛИЙ РІК,0,"1,70","0,90","0,40",17,9,4,1,"0,90","0,40","0,06","4,90","0,49",1,0
ACC-126,У ритмі літа... Відпочинок на Адріатичному морі Італії,COMPETITOR,Accord tour,Італія,359,8,2,0,45,340,338,19,21,"0,06",65,220,"0,6040","0,94",,"0,75",ЦІЛИЙ РІК,40,"1,63","1,00","0,38",13,8,3,2,"1,00","0,38","0,15","4,30","0,54",1,0
ACC-127,Моя морська насолода!  Відпочинок на Адріатичному морі Італії!,COMPETITOR,Accord tour,Італія,464,8,0,2,58,340,338,124,126,"0,37",89,325,"0,5828","0,63",,"1,00",ЦІЛИЙ РІК,0,"1,75","1,13","0,38",14,9,3,0,"1,13","0,38","0,00","4,20","0,53",1,0
ACC-128,Куточок морського раю… відпочинок на Лігурійському узбережжі Італії,COMPETITOR,Accord tour,Італія,563,9,0,2,63,340,338,223,225,"0,67",101,424,"0,4507","0,33",,"1,00",ЦІЛИЙ РІК,0,"1,78","0,56","0,44",16,5,4,0,"0,56","0,44","0,00","3,50","0,39",1,0
ACC-129,Відпустка на морі: відпочинок на Адріатичному узбережжя Італії,COMPETITOR,Accord tour,Італія,533,10,0,2,53,340,338,193,195,"0,58",97,394,"0,5007","0,42",,"1,00",ЦІЛИЙ РІК,0,"1,90","1,00","0,30",19,10,3,2,"1,00","0,30","0,11","4,90","0,49",1,0
ACC-130,Я і море - це amore: 3 ночі на узбережжі Адріатичного моря Італії,COMPETITOR,Accord tour,Італія,276,6,2,0,46,340,338,-64,-62,"-0,18",36,137,"0,5526","0,82",,"0,67",ЦІЛИЙ РІК,40,"1,50","0,67","0,33",9,4,2,2,"0,67","0,33","0,22","2,60","0,43",0,0
ACC-131,"Скандинавський бум: Стокгольм, Осло, Копенгаген!  3 столиці Скандинавії!",COMPETITOR,Accord tour,Данія,519,7,0,5,74,519,519,0,0,"0,00",1,0,"0,7915","1,00",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,86","0,57",7,6,4,0,"0,86","0,57","0,00","3,80","0,54",0,0
ACC-132,Підкоренні красою… Скандинавія і Фйорди!,COMPETITOR,Accord tour,Норвегія,713,9,0,4,79,527,538,186,175,"0,33",9,328,"0,5971","0,67",,"1,00",ЦІЛИЙ РІК,0,"1,11","0,78","0,44",10,7,4,0,"0,78","0,44","0,00","4,10","0,46",0,0
ACC-133,Цікаві вихідні в Трансільванії,COMPETITOR,Accord tour,Румунія,176,3,0,3,59,167,160,9,16,"0,10",16,77,"0,8403","0,90",,"1,00",ЦІЛИЙ РІК,0,"2,33","1,00","0,33",7,3,1,1,"1,00","0,33","0,14","1,60","0,53",1,0
ACC-134,Серце Адріатики... Чорногорія + Хорватія,COMPETITOR,Accord tour,Чорногорія,360,9,0,2,40,364,369,-5,-10,"-0,03",6,109,"0,7526","0,97",,"1,00",ЦІЛИЙ РІК,0,"1,56","0,44","0,33",14,4,3,2,"0,44","0,33","0,14","3,10","0,34",1,0
ACC-135,Морський бриз Чорногорії,COMPETITOR,Accord tour,Чорногорія,251,8,2,1,31,364,369,-113,-118,"-0,32",1,0,"0,5531","0,68",,"0,75",ЦІЛИЙ РІК,40,"0,75","0,38","0,25",6,3,2,1,"0,38","0,25","0,17","2,10","0,26",0,0
ACC-136,Палкий тиждень в Іспанії,COMPETITOR,Accord tour,Іспанія,489,10,2,5,49,538,505,-49,-16,"-0,03",11,147,"0,7079","0,97",,"0,80",ЦІЛИЙ РІК,40,"0,70","0,40","0,40",7,4,4,1,"0,40","0,40","0,14","3,40","0,34",0,0
ACC-137,Незнайомка з Півдня... Італія,COMPETITOR,Accord tour,Італія,606,10,0,6,61,340,338,266,268,"0,79",105,467,"0,4786","0,21",,"1,00",ЦІЛИЙ РІК,0,"3,50","1,50","0,40",35,15,4,0,"1,50","0,40","0,00","6,50","0,65",1,0
ACC-138,"Казки Балтійського моря  Стокгольм, Рига, Таллінн",COMPETITOR,Accord tour,Естонія,282,5,0,2,56,312,312,-30,-30,"-0,10",1,0,"0,7263","0,90",,"1,00",ЦІЛИЙ РІК,0,"1,20","1,20","0,80",6,6,4,0,"1,20","0,80","0,00","3,80","0,76",0,0
ACC-139,Спокій Адріатики  Відпочинок на морі в Чорногорії,COMPETITOR,Accord tour,Чорногорія,289,10,2,1,29,364,369,-76,-81,"-0,22",3,38,"0,5939","0,78",,"0,80",ЦІЛИЙ РІК,40,"1,10","0,50","0,30",11,5,3,2,"0,50","0,30","0,18","3,40","0,34",0,0
ACC-140,Курортний Роман  Відпочинок на морі Іспанії  Швейцарія + Іспанія + Франція,COMPETITOR,Accord tour,Іспанія,759,14,0,8,54,538,505,221,255,"0,50",20,417,"0,6019","0,50",,"1,00",ЦІЛИЙ РІК,0,"2,14","1,00","0,71",30,14,10,0,"1,00","0,71","0,00","9,20","0,66",1,0
ACC-141,Серенада південного сонця  Іспанія + Швейцарія   Відпочинок на морі,COMPETITOR,Accord tour,Іспанія,854,14,0,9,61,538,505,315,349,"0,69",22,512,"0,5274","0,31",,"1,00",ЦІЛИЙ РІК,0,"1,29","0,93","0,64",18,13,9,0,"0,93","0,64","0,00","8,40","0,60",0,0
ACC-142,"«Релакс» по-італійськи: Амальфітанське узбережжя + Рим, Флоренція і Венеція!",COMPETITOR,Accord tour,Італія,574,10,0,4,57,340,338,234,236,"0,70",102,435,"0,4838","0,30",,"1,00",ЦІЛИЙ РІК,0,"1,80","1,00","0,50",18,10,5,0,"1,00","0,50","0,00","5,50","0,55",1,0
ACC-143,Вікенд у Будапешт! + Відень!,COMPETITOR,Accord tour,Угорщина,89,4,2,0,22,162,159,-73,-70,"-0,44",1,0,"0,4981","0,56",,"0,50",ЦІЛИЙ РІК,40,"1,25","0,75","0,50",5,3,2,0,"0,75","0,50","0,00","1,90","0,48",0,0
ACC-144,"Жага пригод  Амстердам, Париж + Діснейленд",COMPETITOR,Accord tour,Нідерланди,311,7,2,5,44,349,348,-38,-37,"-0,11",11,116,"0,7302","0,89",,"0,71",ЦІЛИЙ РІК,40,"1,86","1,14","0,71",13,8,5,0,"1,14","0,71","0,00","4,90","0,70",1,0
ACC-145,Мої зимові пригоди в Італії: відпочинок в Доломітових Альпах,COMPETITOR,Accord tour,Італія,375,7,0,1,54,340,338,35,37,"0,11",71,236,"0,6751","0,89",,"1,00",ЦІЛИЙ РІК,0,"1,57","0,71","0,57",11,5,4,1,"0,71","0,57","0,09","3,70","0,53",1,0
ACC-146,Східний хіт - Істанбул!,COMPETITOR,Accord tour,Молдова,262,7,2,0,37,207,207,55,55,"0,27",2,110,"0,5373","0,73",,"0,71",ЦІЛИЙ РІК,40,"0,14","0,14","0,14",1,1,1,0,"0,14","0,14","0,00","0,80","0,11",0,1
ACC-147,Шалене серце або дорога до улюблених місць...,COMPETITOR,Accord tour,Болгарія,346,6,0,4,58,387,387,-42,-42,"-0,11",1,0,"0,7727","0,89",,"1,00",ЦІЛИЙ РІК,0,"1,17","0,50","0,50",7,3,3,0,"0,50","0,50","0,00","2,40","0,40",0,0
ACC-148,Захоплюючий вікенд… + Трансфегераш,COMPETITOR,Accord tour,Румунія,178,3,0,3,59,167,160,11,18,"0,11",17,79,"0,8339","0,89",,"1,00",ЦІЛИЙ РІК,0,"3,00","0,67","0,33",9,2,1,0,"0,67","0,33","0,00","1,10","0,37",1,0
ACC-149,Побачення з вампіром!!! Бухарест+Брашов,COMPETITOR,Accord tour,Румунія,134,4,2,2,33,167,160,-34,-27,"-0,17",5,35,"0,6856","0,83",,"0,50",ЦІЛИЙ РІК,40,"1,00","0,75","0,25",4,3,1,0,"0,75","0,25","0,00","1,40","0,35",0,0
ACC-150,"Там, де сонце торкається гірських вершин…",COMPETITOR,Accord tour,Румунія,267,5,0,2,53,167,160,100,107,"0,67",20,168,"0,5035","0,33",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,40","0,20",5,2,1,0,"0,40","0,20","0,00","1,10","0,22",0,0
ACC-151,Вікенд з родзинкою… Замок Корвінів + Турда!,COMPETITOR,Accord tour,Румунія,164,3,0,2,55,167,160,-4,4,"0,02",13,65,"0,8134","0,98",,"1,00",ЦІЛИЙ РІК,0,"3,33","0,00","0,00",10,0,0,0,"0,00","0,00","0,00","0,00","0,00",1,0
ACC-152,У компанії з морем: Відпочинок на Егейському узбережжі,COMPETITOR,Accord tour,Греція,252,6,2,0,42,420,407,-168,-155,"-0,38",4,47,"0,4819","0,62",,"0,67",ЦІЛИЙ РІК,40,"1,33","0,17","0,17",8,1,1,2,"0,17","0,17","0,25","1,20","0,20",0,0
ACC-153,"Посмішка Кармен! Любляна, Мілан, Барселона, Ніцца та Венеція!",COMPETITOR,Accord tour,Іспанія,444,8,2,7,55,538,505,-95,-61,"-0,12",8,102,"0,7335","0,88",,"0,75",ЦІЛИЙ РІК,40,"1,38","1,00","0,75",11,8,6,1,"1,00","0,75","0,09","5,60","0,70",0,0
ACC-154,Моя гірська симфонія...,COMPETITOR,Accord tour,Греція,302,6,0,4,50,420,407,-118,-105,"-0,26",6,97,"0,7278","0,74",,"1,00",ЦІЛИЙ РІК,0,"1,50","0,83","0,67",9,5,4,1,"0,83","0,67","0,11","3,70","0,62",0,0
ACC-155,"Таємничий вікенд... Невермор, Дракула, Бухарест...",COMPETITOR,Accord tour,Румунія,242,4,0,2,60,167,160,74,82,"0,51",19,143,"0,5730","0,49",,"1,00",ЦІЛИЙ РІК,0,"2,50","0,75","0,25",10,3,1,0,"0,75","0,25","0,00","1,40","0,35",1,0
ACC-156,Солодкі дотики моря... Греція! Відпочинок на Егейському морі!,COMPETITOR,Accord tour,Греція,419,10,2,0,42,420,407,-1,13,"0,03",15,214,"0,6222","0,97",,"0,80",ЦІЛИЙ РІК,40,"1,30","0,20","0,10",13,2,1,2,"0,20","0,10","0,15","1,50","0,15",0,0
ACC-157,Сонячна розкіш Чорногорія + Хорватія Відпочинок на морі в Чорногорії,COMPETITOR,Accord tour,Чорногорія,423,11,0,2,38,364,369,59,54,"0,15",11,172,"0,6993","0,85",,"1,00",ЦІЛИЙ РІК,0,"1,27","0,36","0,27",14,4,3,2,"0,36","0,27","0,14","3,10","0,28",0,0
ACC-158,Приємний вікенд  Прага + Дрезден,COMPETITOR,Accord tour,Чехія,122,4,2,2,31,204,199,-82,-77,"-0,39",2,27,"0,6030","0,61",,"0,50",ЦІЛИЙ РІК,40,"2,25","2,00","0,75",9,8,3,0,"2,00","0,75","0,00","3,90","0,98",1,0
ACC-159,Празьке дежавю  Прага та Відень,COMPETITOR,Accord tour,Чехія,134,4,2,3,34,204,199,-70,-65,"-0,33",4,39,"0,6710","0,67",,"0,50",ЦІЛИЙ РІК,40,"1,00","1,00","1,00",4,4,4,0,"1,00","1,00","0,00","3,20","0,80",0,0
ACC-160,Неймовірні пригоди у Санта-Клауса,COMPETITOR,Accord tour,Фінляндія,538,8,0,4,67,603,603,-65,-65,"-0,11",1,0,"0,7197","0,89",,"1,00",СЕЗОННИЙ,0,"0,63","0,50","0,50",5,4,4,0,"0,50","0,50","0,00","3,20","0,40",0,0
ACC-161,Полювання на вампірів,COMPETITOR,Accord tour,Румунія,145,4,2,2,36,167,160,-22,-15,"-0,09",7,46,"0,7085","0,91",,"0,50",ЦІЛИЙ РІК,40,"2,50","0,75","0,25",10,3,1,0,"0,75","0,25","0,00","1,40","0,35",1,0
ACC-162,Подорож в Трансільванію…,COMPETITOR,Accord tour,Румунія,267,5,0,3,53,167,160,100,107,"0,67",20,168,"0,5435","0,33",,"1,00",ЦІЛИЙ РІК,0,"2,40","0,60","0,20",12,3,1,0,"0,60","0,20","0,00","1,40","0,28",1,0
ACC-163,Ароматний вікенд…,COMPETITOR,Accord tour,Молдова,152,3,0,2,51,207,207,-55,-55,"-0,27",1,0,"0,7237","0,73",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,00","0,00",3,0,0,0,"0,00","0,00","0,00","0,00","0,00",0,0
ACC-164,Перше кохання... Прага,COMPETITOR,Accord tour,Чехія,337,7,0,5,48,204,199,133,138,"0,69",21,242,"0,5672","0,31",,"1,00",ЦІЛИЙ РІК,0,"1,14","0,86","0,43",8,6,3,0,"0,86","0,43","0,00","3,30","0,47",0,0
ACC-165,Пікнічок в Амстердамі,COMPETITOR,Accord tour,Нідерланди,223,6,2,3,37,349,348,-126,-125,"-0,36",4,28,"0,6008","0,64",,"0,67",ЦІЛИЙ РІК,40,"2,00","1,67","0,67",12,10,4,0,"1,67","0,67","0,00","5,00","0,83",1,0
ACC-166,Побачення в Парижі! + Мюнхен!,COMPETITOR,Accord tour,Франція,436,7,0,6,62,366,352,70,84,"0,24",53,239,"0,7489","0,76",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,57","0,57",7,4,4,2,"0,57","0,57","0,29","3,60","0,51",0,0
ACC-167,Вікенд в Бухаресті...,COMPETITOR,Accord tour,Румунія,131,3,1,1,44,167,160,-37,-30,"-0,18",4,32,"0,6641","0,82",,"0,67",ЦІЛИЙ РІК,20,"0,33","0,33","0,33",1,1,1,0,"0,33","0,33","0,00","0,80","0,27",0,1
ACC-168,Максимум насолоди або моя бажана відпустка!!!,COMPETITOR,Accord tour,Албанія,523,13,2,3,40,514,523,9,0,"0,00",5,208,"0,6841","1,00",,"0,85",ЦІЛИЙ РІК,40,"0,31","0,08","0,08",4,1,1,0,"0,08","0,08","0,00","0,80","0,06",0,1
ACC-169,Мій літній романс або який солодкий шум прибою... Албанія,COMPETITOR,Accord tour,Албанія,459,11,2,2,42,514,523,-55,-64,"-0,12",3,144,"0,6226","0,88",,"0,82",ЦІЛИЙ РІК,40,"0,45","0,18","0,18",5,2,2,0,"0,18","0,18","0,00","1,60","0,15",0,1
ACC-170,"Канікули в Парижі +Страсбург  Діснейленд, Астерікс, Європа Парк",COMPETITOR,Accord tour,Франція,382,7,0,6,55,366,352,15,30,"0,08",39,184,"0,8267","0,92",,"1,00",ЦІЛИЙ РІК,0,"1,29","1,14","0,57",9,8,4,0,"1,14","0,57","0,00","4,40","0,63",0,0
ACC-171,Вікенд в Будапешт! + Хевіз!,COMPETITOR,Accord tour,Угорщина,102,4,2,3,26,162,159,-60,-57,"-0,36",2,13,"0,6742","0,64",,"0,50",ЦІЛИЙ РІК,40,"1,25","0,75","0,50",5,3,2,0,"0,75","0,50","0,00","1,90","0,48",0,0
ACC-172,"Схід, солодка любов моя... Туреччина + Греція",COMPETITOR,Accord tour,Греція,364,7,0,5,52,420,407,-56,-43,"-0,10",12,159,"0,7949","0,90",,"1,00",ЦІЛИЙ РІК,0,"1,14","0,86","0,57",8,6,4,0,"0,86","0,57","0,00","3,80","0,54",0,0
ACC-173,Музика прибою: Відпочинок на Егейському морі Греції!,COMPETITOR,Accord tour,Греція,321,8,2,0,40,420,407,-99,-86,"-0,21",8,116,"0,5536","0,79",,"0,75",ЦІЛИЙ РІК,40,"1,13","0,25","0,13",9,2,1,2,"0,25","0,13","0,22","1,50","0,19",0,0
ACC-174,Сієста у греків:  відпочинок на Егейському морі і Охридському озері,COMPETITOR,Accord tour,Греція,492,11,0,2,45,420,407,72,85,"0,21",20,287,"0,6615","0,79",,"1,00",ЦІЛИЙ РІК,0,"1,18","0,27","0,18",13,3,2,1,"0,27","0,18","0,08","2,10","0,19",0,0
ACC-175,"Всі фарби Балкан  Албанія, Північна Македонія, Болгарія",COMPETITOR,Accord tour,Албанія,489,10,0,5,49,514,523,-25,-34,"-0,07",4,174,"0,7743","0,93",,"1,00",ЦІЛИЙ РІК,0,"0,70","0,40","0,30",7,4,3,0,"0,40","0,30","0,00","2,70","0,27",0,0
ACC-176,Неймовірне знайомство... Македонія + Албанія,COMPETITOR,Accord tour,Албанія,534,11,0,2,49,514,523,20,11,"0,02",6,219,"0,7290","0,98",,"1,00",ПІВРІЧНИЙ,0,"0,27","0,09","0,09",3,1,1,0,"0,09","0,09","0,00","0,80","0,07",0,1
ACC-177,Мій літній коктейль…  Тур з відпочинком на морі в Албанії…,COMPETITOR,Accord tour,Албанія,680,13,0,4,52,514,523,166,158,"0,30",9,365,"0,6342","0,70",,"1,00",ПІВРІЧНИЙ,0,"0,31","0,15","0,15",4,2,2,0,"0,15","0,15","0,00","1,60","0,12",0,1
ACC-178,Аромат зі східними нотами...,COMPETITOR,Accord tour,Албанія,430,8,0,5,54,514,523,-84,-93,"-0,18",2,115,"0,7442","0,82",,"1,00",ЦІЛИЙ РІК,0,"1,75","0,63","0,50",14,5,4,1,"0,63","0,50","0,07","3,70","0,46",1,0
ACC-179,Лапландія і Томтеленд - У світі Санта Клауса!,COMPETITOR,Accord tour,Фінляндія,668,10,1,4,67,603,603,65,65,"0,11",2,130,"0,6606","0,89",,"0,90",ПІВРІЧНИЙ,20,"0,70","0,20","0,20",7,2,2,0,"0,20","0,20","0,00","1,60","0,16",0,0
ACC-180,Полуниця з Портвейном... Португалія,COMPETITOR,Accord tour,Португалія,814,14,0,10,58,744,814,70,0,"0,00",2,269,"0,8242","1,00",,"1,00",ЦІЛИЙ РІК,0,"1,93","0,71","0,57",27,10,8,0,"0,71","0,57","0,00","7,00","0,50",1,0
ACC-181,Амстердам - ковток свободи,COMPETITOR,Accord tour,Нідерланди,366,6,0,4,61,349,348,17,19,"0,05",20,171,"0,7875","0,95",,"1,00",ПІВРІЧНИЙ,0,"2,33","1,67","0,67",14,10,4,0,"1,67","0,67","0,00","5,00","0,83",1,0
ACC-182,"Веселий ярмарок...  Різдвяна Німеччина та Франція.  Дрезден, Нюрнберг, Страсбург, Кольмар, Прага",COMPETITOR,Accord tour,Німеччина,269,5,0,4,54,238,237,30,31,"0,13",12,150,"0,7977","0,87",,"1,00",ПІВРІЧНИЙ,0,"1,40","1,40","0,80",7,7,4,0,"1,40","0,80","0,00","4,10","0,82",0,0
ACC-183,Без меж - Будапешт!  Виїзд  з Києва,COMPETITOR,Accord tour,Угорщина,194,5,2,3,39,162,159,32,35,"0,22",9,105,"0,6735","0,78",,"0,60",ЦІЛИЙ РІК,40,"1,80","1,00","0,60",9,5,3,0,"1,00","0,60","0,00","3,00","0,60",1,0
ADR-1,Чеські перлини: 4 ночі в Празі + Дрезден  ,COMPETITOR,Adriatic,Чехія,248,5,0,1,50,204,199,43,49,"0,24",19,153,"0,6415","0,76",,"1,00",ЦІЛИЙ РІК,0,"1,20","1,20","0,60",6,6,3,0,"1,20","0,60","0,00","3,30","0,66",0,0
ADR-2,"Рим прекрасний завжди...: 2 дні в Римі + Венеція, Флоренція  ",COMPETITOR,Adriatic,Італія,294,6,2,3,49,340,338,-46,-44,"-0,13",41,155,"0,6682","0,87",,"0,67",ЦІЛИЙ РІК,40,"1,50","0,83","0,33",9,5,2,0,"0,83","0,33","0,00","2,50","0,42",0,0
ADR-3,Європейська мозаїка: Краків-Прага-Відень-Будапешт ,COMPETITOR,Adriatic,Австрія,199,4,0,2,50,210,199,-11,0,"0,00",20,104,"0,7985","1,00",,"1,00",ЦІЛИЙ РІК,0,"1,50","1,25","1,00",6,5,4,0,"1,25","1,00","0,00","3,50","0,88",0,0
ADR-4,Неймовірна Швейцарія та Ельзас!  ,COMPETITOR,Adriatic,Швейцарія,284,5,0,4,57,333,334,-50,-50,"-0,15",11,96,"0,7843","0,85",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,80","1,20",10,9,6,0,"1,80","1,20","0,00","5,70","1,14",1,0
ADR-5,"Італійський вікенд... Венеція, Флоренція, Рим  ",COMPETITOR,Adriatic,Італія,252,5,2,3,50,340,338,-88,-86,"-0,25",34,113,"0,6356","0,75",,"0,60",ЦІЛИЙ РІК,40,"1,20","1,00","0,60",6,5,3,0,"1,00","0,60","0,00","3,00","0,60",0,0
ADR-6,Париж - місто кохання ,COMPETITOR,Adriatic,Франція,251,6,2,4,42,366,352,-116,-102,"-0,29",9,53,"0,6528","0,71",,"0,67",ЦІЛИЙ РІК,40,"1,00","1,00","0,67",6,6,4,0,"1,00","0,67","0,00","3,80","0,63",0,0
ADR-7,«Австрійський хіт + Будапешт» ,COMPETITOR,Adriatic,Австрія,144,4,2,2,36,210,199,-66,-55,"-0,28",8,49,"0,6360","0,72",,"0,50",ЦІЛИЙ РІК,40,"1,00","1,00","0,50",4,4,2,0,"1,00","0,50","0,00","2,20","0,55",0,0
ADR-8,"Богемські вихідні: 3 ночі в Празі + Дрезден, Карлові Вари, Чеський Крумлов  ",COMPETITOR,Adriatic,Чехія,219,4,0,2,55,204,199,15,20,"0,10",14,124,"0,7481","0,90",,"1,00",ЦІЛИЙ РІК,0,"1,75","1,75","0,75",7,7,3,0,"1,75","0,75","0,00","3,60","0,90",1,0
ADR-9,Мікс вікенд: Будапешт + Відень  ,COMPETITOR,Adriatic,Австрія,106,4,2,1,27,210,199,-104,-93,"-0,47",2,11,"0,5290","0,53",,"0,50",ЦІЛИЙ РІК,40,"0,75","0,75","0,50",3,3,2,0,"0,75","0,50","0,00","1,90","0,48",0,0
ADR-10,Так добре разом: Париж+ Бенілюкс  ,COMPETITOR,Adriatic,Франція,485,8,0,6,61,366,352,119,133,"0,38",65,288,"0,6751","0,62",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,00","0,88",16,8,7,0,"1,00","0,88","0,00","5,90","0,74",1,0
ADR-11,Містична Трансільванія  ,COMPETITOR,Adriatic,Румунія,167,3,0,0,56,167,160,0,7,"0,04",14,68,"0,6689","0,96",,"1,00",ЦІЛИЙ РІК,0,"0,67","0,33","0,33",2,1,1,0,"0,33","0,33","0,00","0,80","0,27",0,0
ADR-12,"Смарагди Польщі: Морське Око, Закопане, Краків ",COMPETITOR,Adriatic,Польща,152,3,0,1,51,189,147,-37,5,"0,03",10,53,"0,7497","0,97",,"1,00",ЦІЛИЙ РІК,0,"0,67","0,67","0,33",2,2,1,0,"0,67","0,33","0,00","1,10","0,37",0,0
ADR-13,Вікенд в Трансільванії  ,COMPETITOR,Adriatic,Румунія,140,4,2,0,35,167,160,-27,-20,"-0,13",6,41,"0,5986","0,88",,"0,50",ЦІЛИЙ РІК,40,"0,50","0,25","0,25",2,1,1,0,"0,25","0,25","0,00","0,80","0,20",0,0
ADR-14,"Прага - місто, яке обрало мене ",COMPETITOR,Adriatic,Чехія,170,4,1,2,43,204,199,-34,-29,"-0,15",7,75,"0,7150","0,85",,"0,75",ЦІЛИЙ РІК,20,"0,75","0,75","0,75",3,3,3,0,"0,75","0,75","0,00","2,40","0,60",0,0
ADR-15,"Погляд в минуле: 3 дні в Римі + Помпеї, Неаполь  ",COMPETITOR,Adriatic,Італія,447,8,0,5,56,340,338,107,109,"0,32",86,308,"0,6816","0,68",,"1,00",ЦІЛИЙ РІК,0,"1,13","1,00","0,50",9,8,4,0,"1,00","0,50","0,00","4,40","0,55",0,0
ADR-16,Який чудовий Краків + парк Енерджіландія  ,COMPETITOR,Adriatic,Польща,147,3,0,1,49,189,147,-42,0,"0,00",8,48,"0,7667","1,00",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,67","0,33",3,2,1,0,"0,67","0,33","0,00","1,10","0,37",0,0
ADR-17,Прага - моє улюблене місто ,COMPETITOR,Adriatic,Чехія,162,4,2,2,41,204,199,-42,-37,"-0,19",5,67,"0,6630","0,81",,"0,50",ЦІЛИЙ РІК,40,"0,75","0,75","0,75",3,3,3,0,"0,75","0,75","0,00","2,40","0,60",0,0
ADR-18,"О Рим, ти цілий світ! ",COMPETITOR,Adriatic,Італія,353,6,0,4,59,340,338,13,15,"0,05",60,214,"0,7952","0,95",,"1,00",ЦІЛИЙ РІК,0,"1,33","1,17","0,83",8,7,5,0,"1,17","0,83","0,00","4,60","0,77",0,0
ADR-19,Зустрічаємось в Парижі + Мюнхен та Зальцбург ,COMPETITOR,Adriatic,Франція,344,6,0,4,57,366,352,-22,-8,"-0,02",31,147,"0,8072","0,98",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,83","0,83",6,5,5,0,"0,83","0,83","0,00","4,00","0,67",0,0
ADR-20,Веселі канікули: 3 дні в Парижі + Нормандія та Діснейленд!  ,COMPETITOR,Adriatic,Франція,301,7,2,5,43,366,352,-65,-51,"-0,14",19,104,"0,7171","0,86",,"0,71",ЦІЛИЙ РІК,40,"1,71","1,00","0,57",12,7,4,0,"1,00","0,57","0,00","4,10","0,59",1,0
ADR-21,Румунія запрошує! Бухарест + замки Трансільванії  ,COMPETITOR,Adriatic,Румунія,162,4,1,1,41,167,160,-5,2,"0,01",12,63,"0,7223","0,99",,"0,75",ЦІЛИЙ РІК,20,"0,50","0,50","0,25",2,2,1,0,"0,50","0,25","0,00","1,10","0,28",0,0
ADR-22,Блискучий вікенд: Дрезден - Прага - Відень - Будапешт  ,COMPETITOR,Adriatic,Польща,239,5,0,2,48,189,147,50,92,"0,63",15,140,"0,5321","0,37",,"1,00",ЦІЛИЙ РІК,0,"1,60","1,40","1,00",8,7,5,0,"1,40","1,00","0,00","4,60","0,92",1,0
