URL туру,Назва туру,День №,Місто / Локація,Факультативи (назва + ціна),Опис дня,Симв.
https://www.i-travel.com.ua/?p=48199,Автобусний тур «Неповторна Баварія + Прага та Відень» зі Львова,1,Виїзд зі Львова,,"Виїзд зі Львова. Перетин українсько-польського кордону. Зустріч туристів з представником компанії біля автобуса на залізничному вокзалі. Посадка в автобус. Відправлення зі Львова. Проходження кордону. За наявності часу пропонуємо відвідати чудовий Краків. Оглядова екскурсія “Королівське місто” (20 EUR) . Тут чудово поєднуються дивовижно гармонійна архітектура та королівський шик! Ми побуваємо на площі Ринок, побачимо Палац Єпископів, Королівський замок, пройдемось Королівським трактом і по Старому місту! Екскурсія Вавельский замок (20 EUR + вх.квиток) . Головна історична пам’ятка і символ не т",600
https://www.i-travel.com.ua/?p=48199,Автобусний тур «Неповторна Баварія + Прага та Відень» зі Львова,2,Прибуття до Праги,,"Прибуття до Праги. Переміщення містом на громадському транспорті. Оглядова екскурсія «Велична столиця» (у вартості туру). Неспішна прогулянка історичним серцем Праги: від Порохової вежі через Вацлавську площу та квартали Старого Міста, зупинка біля відомої бібліотеки і завершення маршруту на легендарному Карловому мості. Ключові символи міста, атмосфера старовини та відчуття справжньої Праги. Всім бажаючим пропонуємо прогулянку на кораблику Влтавою з обідом (40 EUR) . Екскурсія «Вишеград» (20 EUR). Вишеград — це місце, де починалась історія Праги. Легендарна фортеця на скелі над Влтавою подару",600
https://www.i-travel.com.ua/?p=48199,Автобусний тур «Неповторна Баварія + Прага та Відень» зі Львова,3,Сніданок,,"Сніданок. Виселення з готелю. Переїзд в Мюнхен. Оглядова екскурсія Мюнхеном «Столиця Баварії» (у вартості туру). Нас чекає прогулянка Старим містом, під час якої ми дізнаємося, як виникло місто і звідки воно отримало свою назву, пройдемо від воріт до воріт цього гостинного міста, дізнаємося про баварські традиції та сучасне життя Мюнхена. Запрошуємо на екскурсію “Неповторна Баварія” – палац Ліндерхоф, селище Обераммергау, замок Нойшванштайн (60 євро) . Починаємо екскурсію з відвідування палацу Ліндерхоф (вхідні квитки у палац оплачуються додатково – 10,5 євро; вхід у парк вільний) – єдиного із",600
https://www.i-travel.com.ua/?p=48199,Автобусний тур «Неповторна Баварія + Прага та Відень» зі Львова,4,Сніданок,,"Сніданок. Виселення з готелю. Переїзд в Відень. Пересування містом здійснюється на громадському транспорті. Відень — одна з найчарівніших столиць Європи, яка вражає своєю величчю з перших секунд. Розпочинаємо оглядову екскурсію Віднем (у вартості туру) Легка прогулянка елегантним Віднем: площа Марії Терезії, ансамбль королівського палацу, атмосферні вулиці Старого міста з їхньою вишуканою архітектурою та історичним шармом. Завершимо маршрут біля Оперного театру — символу музичної столиці Європи. Класичний Відень, стримана розкіш і відчуття імперської величі. Далі побачимо справжні «Скарби Габс",600
https://www.i-travel.com.ua/?p=48199,Автобусний тур «Неповторна Баварія + Прага та Відень» зі Львова,5,Переїзд територією Польщі,,"Переїзд територією Польщі, проходження польсько-українського кордону. Прибуття у Львів. ГОТЕЛІ Заселення не раніше 14:00. Виселення не пізніше 12:00. Якщо ви помітили несправності у номері, скажіть про це супроводжуючій або персоналу готелю. Готелі за програмою можуть бути замінені на альтернативні. ЕКСКУРСІЇ Факультативні екскурсії можна придбати при бронюванні туру або безпосередньо під час поїздки. Факультативні екскурсії відбуваються при наборі групи від 15 осіб. Вартість факультативних екскурсій не підлягає поверненню якщо турист на ній не з’явився. Вхідні квитки оплачуються додатково. Ва",600
https://www.i-travel.com.ua/?p=48528,"Автобусний тур «VIVA Італія! Венеція, Мілан, озера Гарда та Комо» зі Львова",1,Виїзд зі Львова,,"Виїзд зі Львова. Перетин українсько-угорського кордону. За наявності часу, подорож до Будапешту. Запрошуємо на оглядову екскурсію «Перлина Дунаю» (15 EUR) в Будапешт, що приголомшує своєю величчю! Наше знайомство з містом ми почнемо зі знаменитої Площі Героїв, потім пройдемося парадним проспектом Андраші, який приваблює туристів своєю елегантністю та витонченістю, прогуляємось вулицею Ваци, де колись дуже любили проводити весь свій вільний час місцеві, та вийдемо на набережну Корзо , з якої відкривається дивовижний краєвид на Дунай! Вільний час, рекомендуємо – прогулянку на кораблику Дунаєм (3",600
https://www.i-travel.com.ua/?p=48528,"Автобусний тур «VIVA Італія! Венеція, Мілан, озера Гарда та Комо» зі Львова",2,Переїзд до Венеції,,"Переїзд до Венеції. Проїзд до центральної площі в обидві сторони на громадському транспорті (30 EUR) . Оглядова екскурсія «Заручена з морем – Венеція!» (у вартості туру) . Місто нагадує декорації для романтичних фільмів, а кожна вуличка, кожен будинок зберігає велику історію минулих століть. Прогулянка на справжній венеціанській гондолі (35 EUR) . У місті, де немає доріг, панують човни. Спробуйте і відчуйте, як ваші турботи зникають, коли гондольєр у смугастій сорочці провезе вас лабіринтом водних шляхів, а потім з’єднає з центральним Гранд-каналом. Прогулянка на катері Гранд каналом (35 EUR) ",600
https://www.i-travel.com.ua/?p=48528,"Автобусний тур «VIVA Італія! Венеція, Мілан, озера Гарда та Комо» зі Львова",3,Сніданок,,"Сніданок. Виселення з готелю. Оглядова екскурсія у Верону (у вартості туру) – місті з багатовіковою історією, оповите безліччю таємниць та загадок. А також одного з найромантичніших міст світу, прославлене Шекспіром, Петраркою, Гете та Байроном. У знаменитому дворі будинку Джульєтти, під її балконом, закохані присягаються один одному у вічній вірності. На вас чекають історії з життя Данте, відомих веронських сімей Монтеккі та Капулетті, непрості долі Синьйорів делла Скала та їхніх нащадків, Моцарта та Сальєрі. Сьогодні на нас чекає поїздка до найбільшого італійського озера – Гарда. Прогуляємос",600
https://www.i-travel.com.ua/?p=48528,"Автобусний тур «VIVA Італія! Венеція, Мілан, озера Гарда та Комо» зі Львова",4,Сніданок,,"Сніданок. Виселення з готелю. Запрошуємо на оглядову екскурсію “Мілан – давній і сучасний” (у вартості туру) . Ми побачимо Дуомо – відомий символ міста готичний собор пізнього Середньовіччя, розкішну галерею пасаж Вітторіо Емануеле, площу Ла Скала і сам театр, побудований на гроші міланських меломанів, Замок Сфорцеско, і звичайно найвідоміший шопінг в столиці італійської моди. За бажанням запрошуємо на екскурсію в собор Дуомо або народження Діви Марії (25 EUR) . Відвідаємо з екскурсією один з найгарніших готичних храмів Європи, і один з найбільших у світі. Екскурсія на озеро Комо (40 EUR, поїз",600
https://www.i-travel.com.ua/?p=48528,"Автобусний тур «VIVA Італія! Венеція, Мілан, озера Гарда та Комо» зі Львова",5,Переїзд територією Угорщини,,"Переїзд територією Угорщини. Проходження угорсько-українського кордону. Прибуття у Львів. Готелі Заселення не раніше 14:00. Виселення не пізніше 12:00. Якщо ви помітили несправності у номері, скажіть про це супроводжуючій або персоналу готелю. Готелі за програмою можуть бути замінені на альтернативні. Екскурсії Факультативні екскурсії можна придбати при бронюванні туру або безпосередньо під час поїздки. Факультативні екскурсії відбуваються при наборі групи від 15 осіб. Вартість факультативних екскурсій не підлягає поверненню якщо турист на ній не з явився. Вхідні квитки оплачуються додатково. ",600
https://www.i-travel.com.ua/?p=44927,Автобусний тур «Баварська мрія» зі Львова,1,Виїзд зі Львова,,"Виїзд зі Львова. Переїзд територією Польщі. За наявності часу пропонуємо відвідати чудовий Краків. Оглядова екскурсія “Королівське місто” (20 EUR; тільки трансфер до центру міста – 10 EUR) . Тут чудово поєднуються дивовижно гармонійна архітектура та королівський шик! Ми побуваємо на площі Ринок, побачимо Палац Єпископів, Королівський замок, пройдемось Королівським трактом і по Старому місту! Ночівля у транзитному готелі на території Польщі.",444
https://www.i-travel.com.ua/?p=44927,Автобусний тур «Баварська мрія» зі Львова,2,Сніданок,,"Сніданок. Виселення із готелю. Переїзд до Берліна. Переміщення містом на громадському транспорті. На вас чекає оглядова екскурсія «Чарівний Берлін» (у вартості туру) — місто, яке зберігає дари минулих століть. Запрошуємо перевернути сторінку історії та побачити справжній Берлін: могутній Рейхстаг, величний Берлінський собор, та візитівка міста – Бранденбурзька брама. Далі запрошуємо на екскурсію «Альтернативний Берлін» (25 EUR) . Головні пам’ятки вже оглянули, але як же пройти повз найсучаснішу площу Берліна — Потсдамер Платц? Як пропустити бульвар Зірок, театр, де проходять церемонії нагородж",600
https://www.i-travel.com.ua/?p=44927,Автобусний тур «Баварська мрія» зі Львова,3,Сніданок,,"Сніданок. Виселення із готелю. У вільний час можна відвідати берлінський зоопарк (5 EUR трансфер; вхідні квитки: діти 4-15 років – від 9 EUR; діти від 16 років та дорослі – від 25 EUR) . Це найстаріший зоопарк Німеччини, в якому мешкає величезна кількість тварин – слони, жирафи, панди, горили, бізони, ведмеді, вовки та багато інших тварин, яких ви ще не бачили! Екскурсія “Королівський Потсдам та Сан-Сусі” (40 EUR; громадським транспортом, квитки вже у вартості + вх.квиток в палац Сан-Сусі за бажанням) . Красиві вулички, затишні кафе, Голландський квартал, Бранденбурзькі ворота, збудовані раніш",600
https://www.i-travel.com.ua/?p=44927,Автобусний тур «Баварська мрія» зі Львова,4,Сніданок,,"Сніданок. Оглядова екскурсія Мюнхеном «Столиця Баварії» (у вартості туру). Нас чекає прогулянка Старим містом, під час якої ми дізнаємося, як виникло місто і звідки воно отримало свою назву, пройдемо від воріт до воріт цього гостинного міста, дізнаємося про баварські традиції та сучасне життя Мюнхена. Пропонуємо поїздку у Замок Нойшванштайн (40 EUR + вх. квиток від 20 EUR) – це казковий замок в Баварії, Німеччина, відомий своєю романтичною архітектурою та асоціаціями з відомими казками. Дорогою до замку ви будете насолоджуватись захоплюючими панорамними видами на гори та озера. Ви дізнаєтеся б",600
https://www.i-travel.com.ua/?p=44927,Автобусний тур «Баварська мрія» зі Львова,5,Сніданок,,"Сніданок. Переїзд до Відня. Пересування містом здійснюється на громадському транспорті. Відень — одна з найчарівніших столиць Європи, яка вражає своєю величчю з перших секунд. Розпочинаємо оглядову екскурсію Віднем (у вартості туру) , під час якої побачимо головні пам’ятки міста: палацовий комплекс Хофбург, собор Святого Стефана, вулиця Грабен із чумною колоною, вінчальна церква «Августинців», римські розкопки, оперу та багато іншого. Мальовничі вулиці, величні площі та розкішні палаци подарують море незабутніх вражень! Далі побачимо справжні «Скарби Габсбургів» (20 EUR + вх. квиток) . Унікаль",600
https://www.i-travel.com.ua/?p=44927,Автобусний тур «Баварська мрія» зі Львова,6,Приїзд до України Готелі Заселення до готелю не раніше 14:00,,"Приїзд до України Готелі Заселення до готелю не раніше 14:00. По можливості, для наших туристів буде надано раннє заселення. Сніданку цього дня не надається. Виселення з готелю не пізніше 10 години. Якщо ви помітили неполадки в номері при заселенні – одразу ж повідомте про це співробітників готелю. Готелі за програмою можуть бути замінені на інші. Туристи, що подорожують одні, можуть бути розміщені у тримісних номерах. Під час сніданків у готелі забороняється виносити їжу із собою. Екскурсії Вартість факультативних екскурсій не повертається (крім випадків, коли група не набралася) та не перено",600
https://www.i-travel.com.ua/?p=28273,Автобусний тур «Париж та голуби: 3 дні в Парижі + Нормандія (без нічних переїздів)» зі Львова,1,Зустріч туристів представником компанії біля автобусу на залізничному вокзалі,,"Зустріч туристів представником компанії біля автобусу на залізничному вокзалі. Відправлення зі Львова. Проходження кордону. Пропонуємо відвідати чудовий Краків з екскурсією «Королівське місто» (у вартості туру). Тут чудово поєднуються дивовижно гармонійна архітектура та королівський шик! Ми побуваємо на Ринковій площі, побачимо Палац Єпископів, Королівський замок, пройдемося Королівською дорогою та Старим містом! Переїзд та заселення в готель на території Польщі. Ночівля",475
https://www.i-travel.com.ua/?p=28273,Автобусний тур «Париж та голуби: 3 дні в Парижі + Нормандія (без нічних переїздів)» зі Львова,2,Сніданок,,"Сніданок, виселення з готелю. Запрошуємо відвідати Дрезден (30 EUR – оглядова екскурсія + трансфер;15 EUR – тільки трансфер) – місто, у якому чудово поєдналися німецька точність і чеська чарівність! Історія Дрездена починається в XIII столітті, місто було утворено на місці старого рибальського селища. У XVIII столітті Дрезден став політичним та культурним центром Європи. Внаслідок Другої Світової війни Дрезден постраждав, але досить швидко був відновлений. Під час екскурсії ви дізнаєтеся чимало цікавого про найголовніші місцеві визначні пам ятки та про особистостей, що з ними пов язані. Екскур",600
https://www.i-travel.com.ua/?p=28273,Автобусний тур «Париж та голуби: 3 дні в Парижі + Нормандія (без нічних переїздів)» зі Львова,3,Сніданок та переїзд до Парижу! Оглядова екскурсія «Привіт,,"Сніданок та переїзд до Парижу! Оглядова екскурсія «Привіт, Париж» (у вартості туру) . Ці вулиці ви впізнаєте відразу з романтичних комедій про Париж, з мрій про вічне кохання. Ми проведемо екскурсію оглядаючи центр старого міста, де очі туристів зазвичай розбігаються не тільки від архітектури історичних споруд, а й від великої кількості бутиків справжніх французьких брендів. Після обіду пропонуємо екскурсію «Таємниці Парижу» (у вартості туру) . Запрошуємо Вас до історично значущих місць, відомих за французькою художньою літературою. Ми відвідаємо фонтан Невинних — найстаріший фонтан Парижа, на",600
https://www.i-travel.com.ua/?p=28273,Автобусний тур «Париж та голуби: 3 дні в Парижі + Нормандія (без нічних переїздів)» зі Львова,4,Сніданок,,"Сніданок. Відвідування країни чудес — Діснейленду (добираємось громадським транспортом або гурповим трансфером (від 25 осіб вартістю 25 EUR, вхідний квиток можна замовити разом з туром, у гіда-супроводжуючої під час подорожі, або придбати самостійно онлайн заздалегідь – вартість залежить динамічна і залежить від дати, сезону, кількості парків для відвідування та віку туристів) — парк розваг для дітей та дорослих, він не потребує представлення. Мультиплікаційні герої оживуть, над казковим палацом знову засяє феєрверк, тільки не з екранів телевізорів, а в натуральний розмір у парку Діснейленд! Р",600
https://www.i-travel.com.ua/?p=28273,Автобусний тур «Париж та голуби: 3 дні в Парижі + Нормандія (без нічних переїздів)» зі Львова,5,Сніданок,,"Сніданок. Виселення з готелю. Запрошуємо на пішохідну екскурсію «Богемний Монмартр» (25 EUR) – один із найвідоміших та найгучніших кварталів. Тут творилася історія паризької богеми і тут, у цій атмосфері, ми можемо відчути себе її частиною. Наша прогулянка пройде через площу Тертр, де, як і раніше, збираються художники та інші митці, потім побачимо відоме кабаре «Мулен Руж». Далі маршрут пройде вулицею Пігаль або, як у народі прийнято називати — «вулицею червоних ліхтарів». Після обіду пропонуємо прогулятись Латинським кварталом (25 EUR) — богемний, веселий та дуже жвавий район Парижа. Саме ту",600
https://www.i-travel.com.ua/?p=28273,Автобусний тур «Париж та голуби: 3 дні в Парижі + Нормандія (без нічних переїздів)» зі Львова,6,Сніданок,,"Сніданок. Переїзд та екскурсія у Люксембургу (40 EUR – оглядова екскурсія + трансфер; 25 EUR – тільки трансфер) . Це рідкісної краси місто, його структура дуже незвичайна, вулиці утопають у зелені, архітектура будівель захоплює, а пам ятки заслуговують на увагу будь-якого туриста. Готичний собор Сен-Мішель та розкішна торгова вулиця Гран Рю – не залишить вас байдужими. Оглядовий майданчик на краю скелі, який називають “Балкон у Європу”, відкриє вам чудові краєвиди на лісисті Арденнські гори та шпилі соборів, які зберігають у собі великі святині. * відвідування Люксембурга відбувається за умови",600
https://www.i-travel.com.ua/?p=28273,Автобусний тур «Париж та голуби: 3 дні в Парижі + Нормандія (без нічних переїздів)» зі Львова,7,Сніданок,,"Сніданок, виселення з готелю. Пропонуємо відвідати оглядову екскурсію Вроцлавом (20 EUR – оглядова екскурсія + трансфер; або 10 EUR – тільки трансфер). Одне з наймиліших польських міст відчинить свої двері перед нами! * відвідування Вроцлава відбувається за умови придбання оглядової екскурсії або трансферу Повернення до України. Проходження кордону. Прибуття до Львова приблизно о 24:00 (залежить від проходження кордону). Готелі Заселення не раніше 14:00. Виселення не пізніше 12:00. Якщо ви помітили несправності у номері, скажіть про це супроводжуючій або персоналу готелю. Готелі за програмою м",600
https://www.i-travel.com.ua/?p=46939,"Автобусний тур “Три бажання: Краків, Прага та Відень” зі Львова",1,Виїзд зі Львова о 7,,"Виїзд зі Львова о 7.00 Переїзд на територію Польщі. Оглядова екскурсія містом Польських королів (20 EUR) . Тут чудово поєднуються дивовижно гармонійна архітектура та королівський шик! Ми побуваємо на площі Ринок, побачимо Палац Єпископів, Королівський замок, пройдемось Королівським трактом і по Старому місту! Якщо ви бажаєте відвідати Краків без супроводу професійного гіда, є можливість придбати лише трансфер до міста – 10 EUR Активним туристам пропонуємо відвідати: Екскурсія Вавельский замок (вартість 20 EUR+вх.квиток) . Головна історична пам’ятка і символ не тільки Кракова, але й всієї Польщ",600
https://www.i-travel.com.ua/?p=46939,"Автобусний тур “Три бажання: Краків, Прага та Відень” зі Львова",2,Сніданок та виселення з готелю,,"Сніданок та виселення з готелю. Переїзд до Праги. (У цей день пересування по місту здійснюється громадським транспортом. Квитки оплачуються додатково). Оглядова екскурсія «Чудова столиця» (у вартості туру). Неспішна прогулянка історичним серцем Праги: від Порохової вежі через Вацлавську площу та квартали Старого Міста, зупинка біля відомої бібліотеки і завершення маршруту на легендарному Карловому мості. Ключові символи міста, атмосфера старовини та відчуття справжньої Праги. Екскурсія «Мала Страна» (20 EUR) . Затишні вулички, червоні дахи та середньовічна атмосфера — Мала Страна покаже вам ро",600
https://www.i-travel.com.ua/?p=46939,"Автобусний тур “Три бажання: Краків, Прага та Відень” зі Львова",3,Сніданок та виселення з готелю,,"Сніданок та виселення з готелю. Переїзд до Відня. (У цей день пересування по місту здійснюється громадським транспортом. Квитки оплачуються додатково) Оглядова екскурсія «Прекрасний і ніжний Відень» (30 EUR) .Легка прогулянка елегантним Віднем: площа Марії Терезії, ансамбль королівського палацу, атмосферні вулиці Старого міста з їхньою вишуканою архітектурою та історичним шармом. Завершимо маршрут біля Оперного театру — символу музичної столиці Європи. Класичний Відень, стримана розкіш і відчуття імперської величі. Далі побачимо справжні «Скарби Габсбургів» (20 EUR + вх. квиток) . Унікальне зі",600
https://www.i-travel.com.ua/?p=46939,"Автобусний тур “Три бажання: Краків, Прага та Відень” зі Львова",4,Повернення до Львова близько 18,,"Повернення до Львова близько 18.00. Точний час залежить від проходження кордону. Готелі Поселення в готель не раніше 14:00. Виселення з готелю не пізніше 10 години. Якщо ви помітили неполадки в номері при заселенні – одразу ж повідомте про це співробітників готелю. Готелі в програмі можуть бути замінені на інші. Туристи, що подорожують одні, можуть бути розміщені у тримісних номерах. Під час сніданків у готелі забороняється виносити їжу із собою. Екскурсії Вартість факультативних екскурсій не повертається (крім випадків, коли група не набралася) та не переноситься на інші факультативи. Екскурс",600
https://www.i-travel.com.ua/?p=44750,Автобусний тур «Амстердамський експрес: 2 дні в Амстердамі + Прага і Берлін» зі Львова,1,Зустріч туристів з представником компанії біля автобуса на залізничному вокзалі м,,"Зустріч туристів з представником компанії біля автобуса на залізничному вокзалі м. Львів. Проходження кордону. Оглядова екскурсія “Королівське місто” (20 EUR; тільки трансфер до центру міста – 10 EUR) . Тут чудово поєднуються дивовижно гармонійна архітектура та королівський шик! Ми побуваємо на площі Ринок, побачимо Палац Єпископів, Королівський замок, пройдемось Королівським трактом і по Старому місту! Переїзд та заселення до транзитного готелю. Ночівля.",459
https://www.i-travel.com.ua/?p=44750,Автобусний тур «Амстердамський експрес: 2 дні в Амстердамі + Прага і Берлін» зі Львова,2,Сніданок,,"Сніданок. Виселення із готелю. Прибуття до Праги. Оглядова екскурсія «Чудова столиця» (у вартості туру). Неспішна прогулянка історичним серцем Праги: від Порохової вежі через Вацлавську площу та квартали Старого Міста, зупинка біля відомої бібліотеки і завершення маршруту на легендарному Карловому мості. Ключові символи міста, атмосфера старовини та відчуття справжньої Праги. Всім бажаючим пропонуємо прогулянку на кораблику Влтавою з обідом (40 EUR) . Далі на нас чекає екскурсія «Празький град» (20 EUR) . Під час цієї екскурсії ми побачимо сучасний символ Праги та її головну пам’ятку – резиден",600
https://www.i-travel.com.ua/?p=44750,Автобусний тур «Амстердамський експрес: 2 дні в Амстердамі + Прага і Берлін» зі Львова,3,Прибуття в Нідерланди,,"Прибуття в Нідерланди. Екскурсія «Голландська глибинка» (38 EUR) . Однією з найяскравіших пам’яток Нідерландів є музей просто неба «Заансе-Сханс». Ви побачите село-зразок голландського дерев’яного зодчества XVII-XVIII століть. Найбільш відвідуваним експонатом є вітряки, в яких зараз розташовані магазинчики. Також зможете заглянути всередину і подивитися, як виробляють спеції, масло, фарби, гірчицю (вхід всередину млинів сплачується додатково: 6 EUR дорослі, 3 EUR діти за 1 млин) . Продовжимо знайомство з країною у рибальському селищі Волендам. Прогуляємося вузькими вуличками з «пряничних» буди",600
https://www.i-travel.com.ua/?p=44750,Автобусний тур «Амстердамський експрес: 2 дні в Амстердамі + Прага і Берлін» зі Львова,4,Сніданок,,"Сніданок. Виселення із готелю. У сезон цвітіння тюльпанів – поїздка до парку тюльпанів «Кекенхоф» (період відвідування парку 19.03.2026 – 10.05.2026) (трансфер 20 EUR + вхідний квиток 21 EUR дорослі, 10 EUR діти до 17 років ) – одне з найкрасивіших місць на планеті. Навряд чи можна на словах передати всю красу, що відкривається: алеї старих розлогих лип, що йдуть вдалину, струмки і мальовничі ставки, по поверхні яких ковзають лебеді, дзюрчання фонтанів, безперервний спів птахів і, звичайно, квіти. Квіти скрізь – на клумбах, у павільйонах та оранжереях, і навіть на навколишніх полях. Переїзд в ",600
https://www.i-travel.com.ua/?p=44750,Автобусний тур «Амстердамський експрес: 2 дні в Амстердамі + Прага і Берлін» зі Львова,5,Переїзд у Німеччину,,"Переїзд у Німеччину. Дорогою пропонуємо екскурсію “Королівський Потсдам та Сан-Сусі” (40 EUR + вх.квиток в палац Сан-Сусі за бажанням) . Красиві вулички, затишні кафе, Голландський квартал, Бранденбурзькі ворота, збудовані раніше, ніж у Берліні. А родзинкою цієї екскурсії стане парк Сан-Сусі, де розташований чудовий палац Фрідріха Великого. Після прогулянки одним з найкрасивіших парків Європи ми вирушили до палацу Ціцилінхоф — місця проведення Потсдамської конференції. Прибуття у Берлін. Переміщення містом на громадському транспорті. На вас чекає оглядова екскурсія «Чарівний Берлін» (у вартост",600
https://www.i-travel.com.ua/?p=44750,Автобусний тур «Амстердамський експрес: 2 дні в Амстердамі + Прага і Берлін» зі Львова,6,Сніданок,,"Сніданок, виселення з готелю. Пропонуємо відвідати оглядову екскурсію Вроцлавом (20 EUR; якщо ви хочете відвідати місто без супроводу професійного гіду, то можна придбати тільки трансфер до центру міста 10 EUR). Одне з наймиліших польських міст відчинить свої двері перед нами! Прибуття у Львів. Готелі Заселення до готелю не раніше 14:00. По можливості, для наших туристів буде надано раннє заселення. Сніданку цього дня не надається. Виселення з готелю не пізніше 10 години. Якщо ви помітили неполадки в номері при заселенні – одразу ж повідомте про це співробітників готелю. Готелі за програмою мо",600
https://www.i-travel.com.ua/?p=46056,Автобусний тур «Круасани і тюльпани: Амстердам + Париж» зі Львова,1,Зустріч туристів з представником компанії біля автобуса на залізничному вокзалі,,Зустріч туристів з представником компанії біля автобуса на залізничному вокзалі. Посадка в автобус. Відправлення зі Львова. Проходження кордону. Пропонуємо відвідати оглядову екскурсію Вроцлавом (20 EUR) . Одне з наймиліших польських міст відчинить свої двері перед нами! Переїзд та заселення в готель на території Польщі. Ночівля. Ночівля.,340
https://www.i-travel.com.ua/?p=46056,Автобусний тур «Круасани і тюльпани: Амстердам + Париж» зі Львова,2,Сніданок,,"Сніданок. Виселення з готелю. Переїзд до Берліну. Прибуття до Берліну. Переміщення містом на громадському транспорті. На вас чекає оглядова екскурсія «Чарівний Берлін» (у вартості туру) — місто, яке зберігає дари минулих століть. Запрошуємо перевернути сторінку історії та побачити справжній Берлін: могутній Рейхстаг, величний Берлінський собор, та візитівка міста – Бранденбурзька брама. Далі запрошуємо на екскурсію «Альтернативний Берлін» (25 EUR) . Головні пам’ятки вже оглянули, але як же пройти повз найсучаснішу площу Берліна — Потсдамер Платц? Як пропустити бульвар Зірок, театр, де проходят",600
https://www.i-travel.com.ua/?p=46056,Автобусний тур «Круасани і тюльпани: Амстердам + Париж» зі Львова,3,Прибуття в Амстердам,,"Прибуття в Амстердам. Переміщення містом громадським транспортом. Оглядова екскурсія «Казковий Амстердам» (у вартості туру) . Прекрасні канали, що пронизують місто наскрізь, яскраві будинки, різнокольорові велосипеди, гори квітів – це все про Амстердам! Під час оглядової екскурсії цим чудовим містом ми побачимо Королівський палац, площу Дам, найвужчий будинок в Амстердамі та інші пам’ятки! Далі для всіх бажаючих прогулянка каналами Амстердама на кораблику (22 EUR). В Амстердамі понад 150 каналів і 1200 мостів, уздовж яких розташовані будинки багатих купців 17 століття, старовинні адміністратив",600
